Real,Predict
2.391678672,2.316332579058889
1.762465635,1.77151488175758
2.290853439,2.1067323840690673
0.929859134,0.9093308513463423
1.60413099,1.603796277293976
1.72274542,1.719224686208571
2.034078855,1.982103756736972
1.099100586,1.1088520014557806
1.81344933,1.8279520409365773
2.017473923,2.0499656647476607
1.471575379,1.4239388773881745
2.287593453,2.339182076284615
2.24216174,2.2284773611398103
1.379418408,1.3875224910615822
1.577526485,1.6167315090540393
1.808935994,1.8370424058273895
2.188721245,2.1712437647676337
1.532243544,1.5070704010998062
0.981578778,1.0207770764833253
1.758898456,1.6978307460231852
1.114250529,1.096383645871174
1.566409034,1.506685914194053
1.917923675,1.9135552654974493
2.485288876,2.534721042178785
1.954147002,1.9390961697504798
2.055062782,2.0661141073491427
2.461715895,2.462162903342321
2.087444956,2.1004158163505764
1.924733975,1.902789636950576
1.876047313,1.9078428913004317
2.243122836,2.2467130176847787
1.757717453,1.7900800980073008
2.353934008,2.3735936388127366
2.434181355,2.412976065108042
2.205323676,2.1941481887567047
2.151945377,2.136255472537367
1.088488891,1.0581821427994884
1.212724852,1.2180462327969004
2.460029483,2.4562308225295837
1.912917713,1.9650215604716073
1.794081466,1.78002851650859
1.860958443,1.8947978055760233
1.745085134,1.7712951751418595
1.720539943,1.742980473716508
2.258914847,2.2570666959442267
2.291540467,2.2489375480989695
1.987327027,1.98075805322332
1.592842244,1.6137105423219826
2.182886399,2.164899734105127
2.45201956,2.4490354279105535
2.258769663,2.247839014145054
2.006059567,1.9847677003826039
0.819001879,0.8350150591464577
1.246973206,1.2933507054240123
2.042261466,2.0413421764699624
1.729770289,1.7365815158530002
1.552311074,1.5580698194608509
2.380270222,2.3646405903926295
1.535325006,1.527173564534884
2.457564318,2.462190366723993
1.743585838,1.7233716502762157
2.033832261,2.0284893344172588
1.429957767,1.4428061903986322
2.364474268,2.354918569036328
1.861673487,1.8625558466987477
1.974593226,1.9596662097986712
1.956085976,1.9747985090289097
1.15719312,1.1297790650280533
2.17607061,2.17761525924947
1.823722985,1.8354495323163447
1.837066702,1.8423977569379821
1.373351745,1.3896371679490842
1.059655369,1.0133619752485743
2.305320036,2.283761060476861
2.301990814,2.201041486614998
2.444345174,2.3801024497652765
2.169803425,2.1687995277377228
1.460155389,1.4524183586659019
1.804199111,1.8260845340464675
2.054588757,2.0522176585435243
1.601108797,1.5937172319759365
2.174368857,2.1623731069301986
1.930564943,1.975430165494399
0.814875117,0.7953579990344316
2.106282041,2.093083105260842
0.901760583,0.8913698286180953
1.442431198,1.4741418589936968
1.178125477,1.144032537357753
1.786738699,1.7785729594682498
2.143713771,2.115053775586029
1.700444859,1.736142102621559
1.685539031,1.7046141907924464
2.371121595,2.3545340821305745
1.374830518,1.3828537236174796
1.473591687,1.5042142137824692
2.397070955,2.375680852318567
1.907006659,1.9168508660462273
1.964663984,1.936871639336289
1.784097072,1.803784303578871
2.131014342,2.1352942554918117
1.209948258,1.2372156425680954
0.759520179,0.7779737064459863
2.121880654,2.1129665620801994
1.560548143,1.5825671169609665
2.225729167,2.212136674866624
1.103693308,1.064800807278717
2.048974577,2.0398316931039338
1.290500715,1.3107075350684418
1.98670119,2.007013004086857
2.13905632,2.1372990792902815
1.685712985,1.6643804005406182
1.868250144,1.9380800259415805
1.533973341,1.5511490582208856
2.008677408,1.9906723182513264
1.793975864,1.7921947753324599
1.945933871,1.94241923368093
1.944751459,1.9630716634364813
1.416800369,1.4172378227639295
1.63188046,1.633401755469635
1.781501532,1.7176318126975259
1.271878067,1.2478164912625922
2.20541088,2.204666647306185
1.387160597,1.3020016570833832
1.192576093,1.20233720342686
2.262436635,2.249074864569674
0.862965512,0.8237276272231271
1.545972782,1.5951727890162772
1.697950458,1.7014559067143724
0.983604077,0.9857063941080415
1.441616917,1.479387356577601
2.486888792,2.4947893486876938
1.472271917,1.4737848354696155
2.479020901,2.410064951465017
2.287272579,2.284008230474253
1.475271088,1.4827104200703949
1.748897094,1.771542345139252
0.856889664,0.8552006122888957
1.779051085,1.7180986893106394
1.308731049,1.327267927957349
1.355049175,1.3565713093722709
2.273640986,2.2899677746686633
1.277021867,1.2601749933205104
1.503094984,1.5457387807846052
2.173107002,2.2157069087944663
2.469404512,2.465348650364411
1.656597559,1.6541365753702024
1.791681594,1.7446832007542417
2.055324415,2.0506797113581667
