Real,Predict
2.668800117,2.747459885398485
2.141000094,2.2299536090656398
2.070300091,2.117650729536739
2.142100094,2.0183389848123934
2.687100117,2.5483668365399192
2.212700097,2.0694165776933846
2.150000094,1.996687094025758
1.512100066,1.4109904048564272
2.046400089,2.070642648908449
2.462500108,2.5504798524293433
2.085800091,2.1802846931671196
1.61220007,1.7032126707129303
2.438200107,2.4299857759125194
2.581800113,2.5636014201030677
1.411400062,1.6005096659858584
2.689200118,2.8341457085159583
2.181700095,2.2782399342229485
2.269200099,2.283561603516257
2.818600123,2.494445802621291
1.848000081,1.9756612821751434
1.792400078,1.8998014046588465
1.999700087,1.9668961791494368
2.695400118,2.7691639494990747
2.044600089,2.094772767950756
2.780200122,2.6640088027575914
1.774700078,1.8652105523816112
2.162500095,2.2707791619675213
2.035600089,2.0829294443903343
1.676700073,1.6761086773480995
2.376900104,2.292196273257078
1.408600062,1.5408756629192617
2.601000114,2.6096442960860657
2.50830011,2.2763616978306027
2.371100104,2.38569070303698
2.075100091,1.9787655893668363
2.619300115,2.6820085673874448
1.298100057,1.5252758669898654
1.726600075,1.8849059472206862
1.345500059,1.5168498900891465
2.308100101,2.1599632198077408
1.455700064,1.5886663424254364
1.927800084,1.9784003765848714
2.757900121,2.8758060331939617
2.301100101,2.364873584026467
2.789400122,2.9549006511868376
2.355600103,2.3891341363536607
1.452900064,1.7708030912703718
2.450100107,2.509784732396631
2.014500088,2.1267549582717162
2.698700118,2.6024443904004113
2.75040012,2.8859798132021397
1.101300048,1.1363766046065524
2.51630011,2.542366914996635
1.924200084,2.0122347170569164
2.453100107,2.354647630704334
2.273000099,2.3594475681052485
2.650100116,2.6813303155531862
2.250300098,2.2475881609135278
1.730300076,1.827541479985377
2.155500094,1.9044709087748743
1.692200074,1.764672736442201
2.654300116,2.8018504787269873
2.815700123,2.839258684969166
2.215400097,1.9320444611338623
2.596900114,2.63140053350061
2.564700112,2.5764099483087812
1.483000065,1.552379860354696
2.616100114,2.61131383963831
1.59700007,1.7042300486721762
1.964100086,2.044921245869112
2.73560012,2.88034510444082
2.771200121,2.4137599010471025
2.318500101,2.2380404598413706
2.758000121,2.3470564255797375
2.333600102,2.2297449162255383
2.098100092,2.2028496157008086
2.106700092,1.8271240938894573
2.769200121,2.3946384122458104
1.863400081,1.993661046804997
2.640900115,2.6911649694363766
1.979500087,1.9964523145286792
2.689300118,2.6834433314426103
1.983800087,1.9262532324306794
1.458200064,1.557492837223621
2.422800106,2.4287075317992173
2.74030012,2.8338326690479474
1.993500087,2.080059917111437
1.962800086,1.983591613009011
2.715400119,2.6036182883015213
2.220800097,2.352065055820753
2.768900121,2.873510411121414
2.711900119,2.68239986641067
2.50920011,2.432516177482146
2.151700094,2.191058465454341
2.717800119,2.7126081673829106
1.14670005,1.3404000237352018
2.399100105,2.283796383429053
2.644400116,2.6755912601639578
1.762700077,1.7757595481974329
2.756200121,2.896649238861452
2.391300105,2.486254605217651
2.2843001,2.1967714341865925
2.252500098,2.2368143890420233
2.081100091,1.9970783934647
1.166500051,1.2469838539262315
2.143500094,2.0272084340502916
2.039600089,1.739394806155761
2.326700102,2.188215024416704
1.637200072,1.526606284417122
2.779100122,2.815050305955926
2.763600121,2.7933462418553368
1.903800083,1.9978609919268677
2.790100122,2.886005899859117
2.693300118,2.1842237721349345
2.452900107,2.4740460692909805
1.867300082,1.9528354934873984
1.842800081,1.9177229093177681
2.784300122,2.78411158025119
2.231300098,2.316430738927294
1.82410008,1.7812377374326058
1.323200058,1.42077288584138
2.393700105,2.4086730112508716
2.789900122,2.4230467363809205
2.304200101,2.1998757413782855
1.864800082,1.6203876670080575
2.714000119,2.615696390943305
1.408500062,1.5554319946481514
