homo (eV),lumo (eV),vertical_excitation_energy (eV),dipole_moment_norm_S0 (D),dipole_moment_norm_S1 (D),dipole_moment_norm_T1 (D),0-0_S1 (eV),0-0_T1 (eV),adiabatic_T1-S0 (kcal/mol),adiabatic_S1-S0 (kcal/mol),reduction_S0 (kcal/mol),oxidation_S0 (kcal/mol),lumo-homo (eV)
-6.993326265,-4.084429076,2.240200098,10.03385002,11.15792575,18.28482179,,1.140844443,25.92678935,43.1374787,-106.6169166,142.23872,2.908897189
-7.528846347,-3.940208728,2.658700116,5.679718535,5.810164904,,2.185482297,,,50.61801348,-104.1476687,162.353521,3.588637619
-8.138653512,-4.224567715,2.75490012,4.173337093,4.554793206,8.118494916,2.47181664,1.691143573,38.5290526,56.21664878,-109.8680408,172.8555117,3.914085797
-6.487194481,-3.874629288,1.802000079,9.794234258,10.72347086,17.36616545,,0.87884342,20.3450968,30.86403017,-102.1208147,135.2940779,2.612565193
-8.113346923,-4.183750635,2.720000119,2.726783339,1.205299573,,,,,52.37001861,-109.397409,173.4729805,3.929596288
-5.937252365,-3.693673569,1.714900075,9.189327459,8.824505313,20.52921672,1.411583603,0.663356453,15.81008925,33.27240971,-96.9990862,127.0178617,2.243578796
-6.518487575,-4.008237194,1.856100081,11.42265118,10.73788154,21.79406819,1.494667209,0.834417295,19.03172046,34.78596141,-104.2267349,138.572185,2.510250381
-7.283399643,-4.052863867,2.482700109,4.756371864,4.658442629,12.82377387,2.067207722,1.330942099,30.608634,48.039579,-104.8693041,156.5929884,3.230535776
-7.337550301,-3.878983109,2.692400118,10.31064871,10.76915944,20.25659917,,1.6631036,37.63359726,51.34968898,-102.3435804,157.4614609,3.458567192
-5.232749575,-3.218018537,1.347600059,9.543666732,10.84305878,18.22691431,0.932599211,0.389724739,9.013539276,21.74130432,-88.25788583,105.876456,2.014731038
-7.847763793,-4.447701082,2.156200094,6.48437744,8.090323839,,,,,33.81143994,-116.545364,165.1271108,3.400062711
-7.721230847,-3.879527337,2.153200094,5.474041034,4.587390618,5.785504537,,1.446344228,32.53634165,40.40844206,-102.7684039,164.0082623,3.84170351
-7.302175499,-3.644693074,2.717700119,1.640914532,1.450326936,6.176753221,2.323947479,1.680507485,38.04900822,53.83838967,-96.41864038,156.5747907,3.657482425
-7.38816348,-3.525779316,2.799000122,6.9896146,8.1222617,12.61835912,,1.807172706,41.24679408,47.18553926,-94.61768955,159.0936118,3.862384164
-6.293721525,-4.284160651,1.269300055,11.38836589,,26.18822166,,0.56333937,11.1765628,,-112.1126405,,2.009560874
-5.866230647,-3.765783743,1.357600059,3.474264273,,17.26787562,,0.554156888,12.90033002,,-99.60324855,119.8404138,2.100446904
-5.969633915,-3.682789015,1.767800077,17.05479029,17.13844559,28.17017408,1.436692185,0.679579609,15.3601653,33.48513526,-96.98088844,127.4483329,2.2868449
-6.047730593,-3.49720736,1.942500085,11.98007377,6.294320318,22.87711978,1.100909614,0.826056324,17.1937466,24.43582797,-95.9116131,126.5070694,2.550523233
-6.510324159,-3.834900664,2.021500088,10.42133515,10.3878921,21.48764816,1.640439329,0.969313116,21.94147969,37.87769826,-101.3665488,137.595781,2.675423495
-6.037118153,-3.565780054,1.864200082,14.40479305,15.00466845,23.85531255,,0.810510187,18.91751382,35.46680868,-93.92491961,124.4168369,2.471338099
-6.559848882,-3.678435193,2.196800096,7.705070774,7.563277814,15.01454685,1.8394151,1.025920446,23.73803796,42.97307134,-96.33016161,140.3787834,2.881413689
-7.260814192,-4.20171015,2.230600098,2.768643231,3.502228826,7.408490153,1.665127317,0.975985892,21.65972815,38.83213945,-109.677278,148.2753566,3.059104042
-5.857523003,-3.16958227,2.100200092,5.152098238,4.868869304,14.42249727,,0.980383252,21.88437638,39.83364381,-86.10490245,125.1547875,2.687940733
-7.83769558,-3.817213263,2.764600121,6.498464869,,13.51035852,,1.647785766,38.2849516,,-100.644286,162.6032696,4.020482317
-5.704322899,-3.584828024,1.495400065,16.16794055,16.32761435,26.05390515,,0.627417286,13.5541944,27.04250035,-95.22762829,122.7031099,2.119494875
-7.504356099,-3.999257437,2.557200112,4.672400216,6.252000006,15.36669247,2.025296944,1.595580994,35.07461556,45.78870422,-107.0875484,162.8643134,3.505098662
-8.156885141,-3.674897713,2.858700125,3.652432811,3.101851573,6.264545098,2.53901365,2.107612642,48.74238908,59.28454028,-99.68419721,173.1931115,4.481987428
-7.333740707,-4.059122486,2.079500091,0.435504501,2.260617964,11.51953482,,1.326553175,28.79325046,29.89452876,-109.7638743,154.2040617,3.274618221
-5.983783835,-3.567684851,1.817900079,10.12401232,9.952464383,16.13662211,1.441777042,0.716478303,16.02030477,32.89715932,-94.55431114,125.7684913,2.416098984
-7.146798484,-3.953270194,2.463600108,0.976978654,0.818250603,8.144136515,2.063427114,1.305000396,29.92276667,47.95235525,-103.3124543,152.7664385,3.19352829
-6.265965911,-3.893405144,1.557800068,5.940095227,5.87616252,17.00449329,1.108786557,0.938893508,25.31120302,25.6858259,-104.0755052,138.0613926,2.372560767
-6.772097695,-3.623196079,2.306800101,8.878827757,9.15601876,9.716294208,1.932185811,1.236423621,28.65833603,45.08024656,-95.82564437,144.6941628,3.148901616
-7.471702435,-3.938303931,2.617700114,9.403541487,9.612412262,6.93596189,2.208894726,1.576794253,36.08113999,50.723435,-102.9064559,160.3517673,3.533398504
-6.01371636,-4.328243096,0.850400037,3.811716331,,18.65504572,,0.221760825,5.073410265,,-110.6266992,,1.685473264
-7.19795589,-3.878438882,2.406700105,9.074419513,9.312031933,7.929238502,2.003801417,1.428748257,32.32800866,45.93491382,-102.0900667,154.1469583,3.319517008
-6.843663641,-3.592175098,2.492800109,3.44234805,1.381825495,9.027529922,1.928301156,1.362206349,31.30203145,45.02879082,-95.12722686,147.9647397,3.251488543
-6.301612827,-3.525507202,2.106500092,4.373039874,4.234334971,11.57245831,,0.960205356,20.28548344,38.82774688,-94.02343852,130.3995077,2.776105625
-7.422994054,-3.74728,2.681000117,13.30054764,13.34191348,13.07505746,,1.339157761,30.34257019,54.3912251,-98.71720584,157.8122384,3.675714054
-7.485580242,-4.140212417,2.570200112,4.76048119,5.847701058,11.23171381,,1.413405661,32.10838051,50.19318989,-107.863777,161.3507617,3.345367825
-7.233602806,-3.904017585,2.549100111,1.093586137,1.30461771,8.495935881,2.140593456,1.376837095,31.53546479,49.59015374,-102.1095195,153.9317228,3.329585221
-6.924753572,-3.582923227,2.50880011,4.51051633,4.320532608,2.984145409,,1.168240649,26.98790707,48.04961915,-94.58317655,147.4564574,3.341830345
-6.998768542,-3.802247,2.352200103,8.928941145,,17.7772478,,1.325748534,30.37394564,,-101.1211928,147.6459651,3.196521542
-7.377551039,-3.870003352,2.708700118,1.414672432,1.256289178,8.758183719,,1.455696863,33.40042154,52.80739239,-101.8792237,157.4263204,3.507547687
-7.367482826,-3.811498871,2.587700113,4.404005137,4.239438384,2.318103339,2.193817429,1.556452925,35.52704954,50.83764163,-100.3374341,159.8428575,3.555983955
-7.178363692,-3.959256699,2.336400102,9.926998357,8.190540813,5.799127024,1.871424673,1.120834006,25.62809507,43.73172972,-103.9751038,152.484687,3.219106993
-7.928309497,-4.024564026,2.720100119,7.304580898,6.571650579,10.52603597,,2.051476749,46.83538923,44.0511318,-105.5539164,165.7539923,3.903745471
-7.978922675,-4.357087166,2.666100117,6.657731908,6.053259272,6.885642617,2.386438867,1.537356791,34.84808481,55.6531457,-113.2854548,170.3159827,3.621835509
-6.953325527,-3.655033401,2.501000109,2.815496699,2.9005667,8.997274317,,1.321439883,31.04036019,48.20900643,-96.53535705,148.0312556,3.298292126
-8.009943655,-4.038713947,2.778000121,8.228179568,,7.149436641,,1.614495628,37.68191545,,-104.9546453,151.6080569,3.971229708
-7.486940812,-3.73884447,2.709400118,13.48324041,12.91583328,11.7009804,2.385607167,1.654110237,37.87707075,55.36386405,-98.48063495,160.4069881,3.748096342
-8.174844656,-4.174498764,2.730000119,5.551065502,6.108117692,10.14037728,2.468613609,1.804104296,40.6349728,56.89498601,-108.3042883,175.2469485,4.000345892
-7.102443924,-4.018849635,2.388800104,9.846113804,8.010021157,13.6800385,,1.292494315,28.26990796,46.54297004,-102.8581377,150.9799204,3.083594289
-6.107051415,-4.306201873,1.104900048,14.07902939,,,,,,,-111.8108086,,1.800849542
-7.525036752,-3.953814422,2.726600119,4.445078305,5.602773,10.40736136,2.244635702,1.473573846,33.58992926,51.48460341,-103.3438297,161.2440851,3.57122233
-6.71821915,-4.06429265,1.841800081,8.675860569,10.23334014,7.459969743,,1.213829463,27.74656545,32.23764737,-108.3024058,,2.6539265
-7.332108024,-4.085517531,2.361500103,4.378951808,,8.950892709,,1.14779668,25.65633297,,-108.4203775,154.1764513,3.246590493
-6.766383304,-3.498295816,2.488700109,10.40548153,10.45968935,9.327198827,2.089884885,1.299089893,28.64013827,47.38759715,-94.63023973,142.7539049,3.268087488
-7.278773707,-4.141300873,2.400000105,4.821920505,5.069040411,13.61815232,1.992082821,1.26313976,28.96769797,46.20725272,-107.4383259,155.5299882,3.137472834
-7.046388468,-3.714082109,2.551800112,2.81009608,3.055672394,12.45190157,2.142776072,1.502127406,34.11766433,49.72757821,-97.95289988,151.7404613,3.332306359
-7.373197217,-3.928779946,2.551000112,7.335041462,,10.61525041,,1.531395048,34.81859188,,-102.8857481,156.6369141,3.444417271
-6.867609661,-4.152185427,1.953700085,7.860050504,9.242923722,12.54938152,,0.872577455,20.10664338,37.7063883,-108.9023044,145.861957,2.715424234
-6.126643613,-3.579657861,1.761000077,7.338485818,8.216159236,12.47576992,1.409847112,0.664545318,15.17442264,32.99003066,-94.72122853,128.4994105,2.546985752
-6.622435071,-3.552446474,2.377600104,7.222441346,7.70530806,12.33462281,2.004601418,1.214893972,28.36026925,47.20310951,-93.33380613,140.8688679,3.069988597
-7.354693475,-4.307290329,2.230000098,6.93196748,9.854833098,11.12272711,1.714341894,1.124847414,25.94247708,40.2791752,-112.0887951,155.4258217,3.047403146
-6.904072918,-3.623740306,2.459700108,5.446126232,5.702616582,9.18279133,2.070095797,1.352734338,30.95878402,46.54987264,-97.05367949,146.9632353,3.280332612
-6.448010085,-4.085789645,1.757100077,12.76977871,12.30625251,25.17592148,1.427899095,0.86668374,19.88827025,33.34394573,-106.3182224,138.7642027,2.36222044
-7.826538912,-3.90864352,2.668900117,5.178096113,,5.536716838,,1.665649769,37.67689538,,-102.6472947,167.6823275,3.917895392
-7.504083985,-3.737211787,2.730800119,6.025737302,,4.243805532,,1.591534116,35.10222595,,-99.00523248,,3.766872198
-7.035503914,-4.013407357,2.301400101,9.011100138,9.064712358,17.85656259,1.88549281,1.180612796,27.7428004,44.43579482,-104.5442544,150.1635312,3.022096557
-7.409932589,-4.290147156,2.406000105,6.474164485,6.158583639,14.28156992,2.039216716,1.309773001,29.82236523,47.10145305,-110.4353089,160.2526209,3.119785433
-6.869242344,-3.737756015,2.389700104,2.2245253,2.127642202,9.899678163,,1.250740865,28.71794939,46.99665905,-97.79163007,147.4890879,3.131486329
-6.444200491,-3.87054758,1.751500077,5.127961701,,11.3016123,,1.146612441,26.26062414,,-102.4157439,138.0475874,2.573652911
-6.312769495,-3.869731238,1.725700075,8.631473326,,13.67624193,,0.446149998,10.27859742,,-102.6629824,133.554623,2.443038257
-7.050470176,-3.903473357,2.375000104,5.399668373,5.058780206,13.26273022,1.969616904,1.283549143,25.5120059,41.98788221,-103.990164,148.6186041,3.146996819
-6.954958211,-3.80578448,2.322500102,8.950198525,7.033788642,18.7728093,1.73529236,1.327054408,30.15620001,40.26097744,-101.4192596,147.0366539,3.149173731
-6.759308344,-4.238445522,1.800200079,9.232314667,9.794241346,18.14893398,,0.849533492,19.49231207,34.28332671,-109.4940454,143.4065143,2.520862822
-6.590053521,-3.614760549,2.273200099,4.152003866,3.96111182,11.59112076,,1.148439577,26.33278768,44.09568494,-94.83920022,140.002278,2.975292972
-8.215389622,-4.517090117,2.772100121,8.167576246,8.228491337,6.496406508,2.488540108,1.479924439,32.93920243,57.49237458,-116.0502594,179.0396129,3.698299505
-7.433606495,-3.984835402,2.495100109,13.08988074,11.82942519,12.03420715,,1.113299173,25.77806972,44.04862176,-105.2665173,156.7147252,3.448771093
-6.326647302,-3.779389436,1.779500078,6.236636831,5.912414346,10.83641847,,0.781608702,17.64618059,32.47170822,-100.2433077,,2.547257866
-7.160676291,-4.152185427,2.264000099,6.938729644,6.630657757,13.98302749,1.885058855,1.196377712,27.80429628,44.18792876,-106.8748228,152.7174928,3.008490864
-7.417279663,-3.934222223,2.139700094,8.080032451,9.128616744,8.210895821,1.509501475,1.418580722,31.92514788,35.6142733,-103.294884,155.5444209,3.48305744
-7.189248246,-4.326066185,2.070800091,1.773400028,0.168203359,0.622006833,,0.699412356,15.66262464,37.82122245,-112.6736335,151.9456568,2.863182061
-6.210998911,-3.649319009,1.952600085,7.141818997,6.79210631,20.00055899,,0.907141629,20.74105498,36.11941804,-96.48390131,129.4588718,2.561679902
-6.525290422,-3.552174361,2.2881001,0.432898256,5.838660265,10.81956529,,1.216255358,28.26802543,42.29849916,-93.99457311,137.9760514,2.973116061
-7.756333536,-4.071095496,2.727400119,3.545207579,3.511556359,8.774806654,2.453101112,1.605699575,37.25646435,57.54132028,-105.770407,168.6154334,3.68523804
-6.535358635,-3.648502668,2.075800091,7.272424103,6.117512691,1.63485896,,0.909064386,21.12760052,38.53030762,-97.42704734,136.9852147,2.886855967
-6.75767566,-3.913813684,2.020400088,12.18150048,12.82533604,24.01772702,1.60744925,1.238769515,29.00409349,38.85284724,-101.5968446,144.7864066,2.843861976
-7.814021674,-4.070551269,2.781700122,5.218478019,5.784720465,6.850024988,2.493555367,2.500664626,57.17673755,57.60658122,-106.1651102,182.4018061,3.743470405
-6.31521852,-3.876534085,1.696500074,2.12030004,0.146472284,6.185500004,,0.753817985,19.28209655,29.98049749,-102.0304534,133.0896388,2.438684435
-6.703525002,-4.177219903,1.857300081,9.003731962,8.262817586,19.83132901,1.482390951,0.865905767,20.34070424,35.0219048,-107.4264033,143.944917,2.526305099
-5.972355053,-3.912997342,1.332200058,3.750404093,6.199244669,12.96174429,0.935707537,0.389519565,9.754627405,22.71645331,-102.3115774,122.8932451,2.059357711
-5.366085368,-3.476254593,1.240500054,4.940347747,,16.27402351,,0.322761599,6.980410116,,-92.87258702,107.8775822,1.889830775
-7.881505912,-4.310283581,2.623800115,10.62683314,11.28400529,12.51844496,,1.50664085,34.93781859,45.1178971,-120.3217132,172.3258941,3.571222331
-6.803935017,-3.537752326,2.393000105,12.85333741,10.06312053,19.38940639,,1.327457028,29.9742224,42.76787589,-93.97135528,143.841378,3.266182691
-7.732387516,-4.298854799,2.532700111,8.692026417,8.565235783,6.146099931,,1.645071975,37.92162389,47.55702458,-111.5604325,163.9517865,3.433532717
-8.446958518,-4.315997972,2.689800118,6.787510351,6.175437112,5.595367725,2.41945211,1.686161712,37.75596151,56.37603607,-111.1318439,180.9798707,4.130960546
-5.899700652,-3.116792181,2.05070009,11.81128378,11.18145575,16.96678567,1.707133135,1.00073024,22.36504827,39.62844837,-84.71936258,125.9630191,2.782908471
-6.866249091,-3.689591861,2.437800107,8.252423131,6.003380173,14.75306055,1.900035474,1.339129733,30.92866359,44.46528774,-97.09133002,148.6562546,3.17665723
-7.227344187,-4.040074516,2.459800108,4.299236468,4.064364548,7.994554974,2.064801599,1.28893942,29.34232084,47.78543786,-105.3813514,154.3283084,3.187269671
-6.435492847,-4.098578996,1.628500071,12.53380001,13.28140002,20.43700001,,0.701128034,16.38802504,30.51450765,-106.1582076,136.7122483,2.336913851
-6.618625477,-3.961705724,2.009200088,8.119581224,8.349964741,16.07449995,1.683557044,1.060910996,23.81584908,39.10447835,-103.6061285,144.2072158,2.656919753
-6.092901494,-3.283870092,2.042000089,11.55328992,9.440719463,24.80084168,,0.959857704,21.77832735,30.10474428,-89.81850071,122.0279102,2.809031402
-8.479612182,-4.359264077,2.925200128,10.78277101,9.965306722,7.302604498,2.494704705,1.815451444,41.43065422,58.35959202,-113.0476289,177.1087677,4.120348105
-8.283145973,-4.084973303,2.75480012,2.107388626,1.709753626,8.188792149,,1.631885609,38.06846099,44.63848022,-106.5905613,171.4335763,4.19817267
-7.129111083,-3.909731976,2.420300106,7.538235546,7.309790441,18.01911004,2.012803859,1.476559207,33.32135541,46.12818659,-101.2542247,152.2882767,3.219379107
-7.061898959,-3.937759704,2.154500094,9.995140724,10.24474898,4.082248916,1.623647865,1.569958208,35.37707489,37.65054,-105.3010303,150.6260053,3.124139255
-6.571549778,-3.785375941,2.118000093,5.379531292,5.021834225,13.62965758,1.744733102,1.003968531,23.23916831,40.71717648,-99.18658258,140.1698229,2.786173837
-6.51603855,-3.944290436,1.781300078,5.280960512,2.332520416,22.12988596,1.17696745,1.089201042,24.716952,27.09897616,-103.712805,137.9189481,2.571748114
-7.268161266,-4.168512259,2.377800104,3.405071321,3.442531884,13.06513183,1.978558367,1.294788779,29.72384631,45.91169598,-108.037597,155.7012981,3.099649007
-7.606126683,-3.969869139,2.631300115,8.25055915,7.79998122,7.032125211,2.089248878,1.58994225,34.69811015,47.01862186,-105.5131283,163.0826865,3.636257544
-7.469797638,-4.32851521,2.134800093,8.337770274,9.663739282,9.377060477,,1.392517112,31.17401961,31.07612821,-111.6231834,156.3401023,3.141282428
-8.662744811,-4.41232628,2.625600115,2.722068644,2.530022952,5.848036205,2.372620581,2.121865449,48.89801132,55.25844254,-113.8332701,179.6018609,4.250418531
-6.619713932,-4.033815897,1.815700079,7.394912957,5.925412901,8.149548138,,0.830173679,19.19048024,33.13498524,-105.5476413,140.0167107,2.585898035
-7.183261741,-3.92551458,2.471600108,13.51715769,,24.50756685,,1.673345966,38.12368179,,-102.6949854,154.3132482,3.257747161
-6.614815883,-4.036264922,1.867600082,8.611968365,9.686788145,17.12323475,1.548420587,0.884890063,18.51026048,29.96857482,-106.8484675,136.376531,2.578550961
-7.65728409,-3.981297922,2.624400115,3.581029682,3.010009357,3.331326733,,1.55705593,35.45551352,48.3389008,-103.9192555,163.7503561,3.675986168
-5.683098017,-3.326864082,1.921200084,12.72814856,12.36668551,21.05688229,,0.737220128,19.43709127,34.18292527,-88.20517508,121.9726894,2.356233935
-6.729103705,-3.765511629,2.137500093,9.706300019,7.955600003,6.202800008,,0.725973118,16.20792996,39.42952801,-99.5787757,142.1828717,2.963592076
-6.897270072,-4.154362338,1.916600084,18.69538352,,34.88102511,,1.256067521,28.00384414,,-107.4188731,145.5670278,2.742907734
-6.626244665,-3.941569298,1.926700084,4.157201007,4.325862716,5.886846192,,0.882658729,20.25787305,35.70777214,-103.2164454,140.3750183,2.684675367
-7.014279033,-3.836805461,2.2897001,7.659365034,7.510108827,2.537604449,,1.290476863,29.53182856,44.39124168,-101.0132613,152.1765801,3.177473572
-6.459166753,-3.64795844,1.938300085,14.82497003,13.57860332,10.1529084,,0.908905472,20.80066833,35.63372607,-97.43457745,135.6542681,2.811208313
-6.069499702,-3.636801772,1.852000081,11.499689,11.49810302,20.54411951,1.497363768,0.773872886,17.52318882,32.58591486,-97.90395418,128.2873125,2.43269793
-6.124194589,-3.861295708,1.60170007,12.29486487,11.51340036,21.41315281,1.25531822,0.606368735,13.83782847,29.1026124,-101.2297519,130.0738306,2.262898881
-6.673864591,-3.413396291,2.350600103,3.234158727,3.668468984,10.09049145,,1.423336184,33.5717315,45.00557299,-91.59435118,141.6243887,3.2604683
-6.340525109,-3.394076206,2.231600098,6.405754293,7.000871886,13.92874315,,1.152239483,26.38361591,42.31418689,-91.48516462,133.9066555,2.946448903
-6.67032711,-3.777212525,2.164400095,10.88831659,10.489568,16.46166248,,1.041657906,23.99343412,41.06167892,-100.3273939,142.6365608,2.893114585
-7.276596796,-3.863200505,2.616600114,9.568638238,9.7449725,15.52841372,,1.496884207,33.89552614,49.99238701,-101.7072862,158.1950189,3.413396291
-6.94434577,-3.943201981,2.2866001,7.6967597,7.515893478,15.86593976,1.920770196,1.17969033,26.98539704,44.55815907,-102.8342924,149.2360729,3.001143789
-6.517943348,-3.583739569,2.238200098,2.576927174,2.553362323,8.287584325,1.86400629,1.061285915,26.07739151,43.58552012,-92.70064955,138.3575769,2.934203779
-6.620802388,-4.028101506,1.82950008,9.923237825,9.088769757,10.45891485,1.427323233,0.836825775,19.11706169,33.49454789,-105.6536903,140.0731865,2.592700882
-5.996845301,-3.796804723,1.587400069,3.461560905,3.283085564,18.89015363,1.194758199,0.591799759,13.29691571,27.3035441,-99.14704951,126.3809401,2.200040578
-7.9264047,-3.847690015,2.791600122,7.821011342,8.345753954,11.32582204,,1.82425079,41.18404318,58.26232812,-101.2366545,170.6598577,4.078714685
-7.982732269,-4.449333765,2.567600112,6.628536069,6.557257447,2.929802519,2.007847104,1.603348484,37.02491353,47.27778308,-114.9219983,167.8906605,3.533398504
-6.380525847,-3.396797345,2.257600099,6.011590642,6.368196892,12.6037546,1.901825034,1.164576854,26.57626117,44.34292348,-91.37472304,136.3238202,2.983728502
-6.009362539,-3.79870952,1.491600065,12.05985871,12.37794785,19.54713921,,0.550256408,12.74282526,26.44699431,-100.4277954,126.0188674,2.210653019
-7.250745979,-3.948644258,2.574200113,7.126147339,7.146743479,5.119703401,,1.172870966,25.54589139,50.83701413,-103.3475948,154.7142265,3.302101721
-6.589509293,-3.980753694,1.967800086,11.26383951,11.02386613,23.36046015,1.631482729,1.040479327,24.39880494,38.09920894,-102.9629317,141.815779,2.608755599
-6.562842135,-3.617481688,2.098100092,9.950250225,9.497438421,18.00077908,1.64120814,1.137418258,25.8816087,37.67752289,-97.56572683,139.0635245,2.945360447
-7.613201644,-4.183206408,2.678000117,9.049084215,10.90244661,19.74864791,2.082099128,1.352052421,31.44133845,48.44055726,-108.1273308,158.1479557,3.429995236
-6.004192375,-3.856125545,1.543200067,10.8872679,10.63465006,26.2546707,1.161992398,0.570494332,12.80432114,26.28823454,-100.712057,126.2824212,2.14806683
-6.732913299,-3.918167506,2.039800089,13.70948665,,29.03757571,,1.30250484,30.35198282,,-101.1833162,141.3909554,2.814745793
-7.137002385,-4.185111205,2.05520009,2.945260977,2.970441122,13.1179381,1.533019995,1.358913227,31.66598667,36.42815247,-109.5480112,151.2742221,2.95189118
-6.780261111,-3.966603773,2.018600088,5.05627671,3.682281642,2.640267123,1.628736566,0.704109041,15.87848774,38.01888778,-103.7924986,143.6142198,2.813657338
-6.394947882,-3.561154118,1.995300087,6.279118813,7.86508241,19.13442796,,1.223827743,27.74593794,35.8652769,-95.7440682,133.6738497,2.833793764
-4.880634237,-3.156248691,1.096400048,12.9371,15.2932,22.637,,0.241179959,5.736687278,18.63325225,-83.64318465,99.40621073,1.724385546
-6.881487468,-3.89803108,1.770800077,1.322141691,0.535721439,6.311992393,,1.095408231,17.21759194,31.93707056,-104.7387822,139.3929667,2.983456388
-6.228958426,-3.725238777,1.864200082,2.065176331,2.915798378,12.61628467,,0.716317974,16.40810533,32.33114621,-98.27230196,130.0186098,2.503719649
-6.473588788,-4.097218427,1.588000069,3.423526283,,,,,,,-107.5079794,138.5834801,2.376370361
-7.509526262,-4.49477678,2.220200097,5.402751463,8.750668478,13.38784701,,1.035092289,23.32576455,35.55528745,-116.1563085,154.7738398,3.014749482
-6.491548303,-3.45067589,2.264100099,7.810488473,7.667832958,10.61171037,1.883051774,1.096010419,25.08278975,43.01887949,-90.87208833,136.2692269,3.040872413
-7.17047239,-3.788641307,2.573600113,1.984022717,0.797792379,6.669254982,2.164562224,1.406442267,32.15669871,50.01685986,-100.084548,152.8699775,3.381831083
-7.350067539,-3.797621064,2.598700114,6.857904732,7.191477902,7.346526864,2.184974815,1.58983531,37.63547978,50.19507242,-100.2935085,157.4871887,3.552446475
-7.132376449,-4.06293208,2.406900105,6.642964347,6.746939855,14.28759168,,1.3047808,29.97610493,48.44996989,-106.8083069,156.2691938,3.069444369
-7.630344817,-3.917623278,2.75080012,3.188713278,4.679568285,10.52331546,2.208337164,1.713943449,38.01386771,53.49451474,-102.7238508,157.5693924,3.712721539
-6.291544614,-3.543738831,2.073800091,7.502308086,8.027671588,16.24028405,1.679605141,0.959784206,22.1159272,39.19358463,-94.30581757,131.8383859,2.747805783
-7.806130372,-4.0044276,2.757500121,2.178543961,1.980544637,9.239929643,2.378181007,1.751652716,39.82046612,55.41280975,-104.3942798,167.7664137,3.801702772
-7.798783298,-3.501289068,2.75290012,5.993257756,6.50029484,4.269449454,,2.148842627,49.25443643,45.86526032,-93.90232929,160.4320885,4.29749423
-6.844752096,-3.757076099,2.256200099,7.331689738,7.44135048,11.17429444,,1.126404993,25.46682526,39.68241414,-99.7808336,142.4853311,3.087675997
-7.8066746,-4.422394493,2.440300107,8.318873262,8.243976319,,,,,44.22683432,-113.7843244,167.0422683,3.384280107
-6.691824106,-4.069462813,1.809100079,5.857177499,4.226852811,16.17059552,,1.028264952,23.47385667,32.81119059,-106.256099,142.6384433,2.622361293
-6.68230012,-3.919255961,2.074400091,9.821086731,10.74831997,17.45582709,,1.06181904,23.1971252,38.86539742,-100.2439352,140.8475326,2.763044159
-6.543249937,-4.099395338,1.730900076,4.267733434,5.357135926,11.64233315,1.361024632,0.671517148,16.20855747,32.54638179,-107.2569758,137.9540886,2.443854599
-7.256188256,-3.966331659,2.079800091,4.660721001,5.259836547,5.811931314,1.357639163,1.344226888,30.78935659,32.3443239,-103.7661433,153.6644039,3.289856597
-5.98759343,-3.556528182,1.661400073,5.466616595,6.792744532,12.22084104,1.077726434,0.537125825,11.96785165,25.24343205,-94.75260398,116.749932,2.431065248
-7.233058578,-4.268922274,2.125800093,3.716810985,5.211382678,9.473415521,,1.087508766,24.43708299,39.9723233,-109.916359,,2.964136304
-7.150335964,-3.962794179,2.326500102,1.199300033,2.448700027,3.164600003,,0.895658424,19.51803994,43.91558986,-103.7033924,150.9692528,3.187541785
-6.308959901,-3.65639397,1.842300081,3.279632598,,10.33141418,,0.826163809,19.46407416,,-99.17591492,128.29045,2.652565931
-5.746500547,-3.71489845,1.315600058,15.71702038,,,,,,,-97.58141455,,2.031602097
-6.695905814,-3.945651006,2.045200089,6.202408863,4.943235574,20.1742609,,1.071226833,24.05618502,33.1669882,-103.5502802,140.0964043,2.750254808
-6.895909502,-3.74374252,2.442100107,5.55092141,6.449400116,17.45080039,,1.718013728,39.27265077,47.15667384,-99.96845879,151.5647588,3.152166982
-6.530460585,-3.722245525,2.143700094,7.733579113,7.60730331,17.80974966,,1.141537245,26.2581141,41.70487565,-97.61027997,139.5636492,2.80821506
-6.142154103,-3.853132292,1.588700069,10.76374703,11.69725251,19.10757381,1.244863103,0.643345744,14.03486629,28.64453083,-100.7936331,127.4991611,2.289021811
-8.145728473,-4.020210204,2.760300121,4.605560526,4.098896697,8.126810271,1.882827273,2.07794336,47.75845497,44.25067966,-105.040614,170.1453003,4.125518269
-7.322856153,-3.732313737,2.704400118,3.398486637,2.926332838,11.10467365,,1.607833546,35.22584522,52.50116799,-98.45929964,154.9721327,3.590542416
-6.898630641,-3.524146633,2.561400112,5.432054317,5.657481251,9.970356115,,1.362707583,29.54312372,49.01472799,-93.63563796,146.593005,3.374484008
-7.479593737,-4.360624646,2.110500092,7.659861553,7.886144162,17.91414556,1.26534093,1.226022613,27.80366877,29.74831916,-112.356114,159.4199165,3.118969091
-6.056710351,-3.619386485,1.846300081,11.18553444,10.64736484,19.51746052,1.484234149,0.714927907,16.38363248,34.60210128,-96.13563382,128.1800084,2.437323866
-6.092357267,-3.452308573,1.885000082,3.041546418,3.576610755,8.336660027,,0.848492112,16.7268799,32.53571414,-93.66262085,125.7189181,2.640048694
-7.628167906,-3.915174253,2.691000118,6.724856211,6.296641687,3.29917334,,1.60529954,36.82034559,51.72682189,-102.9679518,165.0794201,3.712993653
