homo (eV),lumo (eV),vertical_excitation_energy (eV),dipole_moment_norm_S0 (D),dipole_moment_norm_S1 (D),dipole_moment_norm_T1 (D),0-0_S1 (eV),0-0_T1 (eV),adiabatic_T1-S0 (kcal/mol),adiabatic_S1-S0 (kcal/mol),reduction_S0 (kcal/mol),oxidation_S0 (kcal/mol),lumo-homo (eV)
-6.675769388,-4.073000293,1.927800084,10.59196036,11.24604085,20.67425644,1.566409034,0.936075769,20.35576445,35.11414862,-106.3056722,141.5974058,2.602769095
-7.707897268,-3.989733451,2.757900121,7.531230318,7.800762387,12.96055412,,1.614615086,38.04900821,56.70108573,-104.2581103,167.8341846,3.718163817
-6.926658369,-3.892316689,2.301100101,8.716180112,8.316084702,16.18599091,1.917923675,1.207284771,27.54325254,44.41069446,-101.5485265,148.1837403,3.03434168
-7.765313293,-3.775307728,2.789400122,7.427853015,7.50427513,8.05459619,2.485288876,1.696376867,38.2987568,58.60369302,-100.1441613,166.5095132,3.990005565
-7.199316459,-3.899391649,2.355600103,9.86034407,9.967957606,5.579908614,1.954147002,1.413310965,32.35373653,44.99427783,-102.8261348,156.6130687,3.29992481
-5.802011775,-3.61339998,1.452900064,9.141017757,10.55524609,17.70193462,,0.547697721,17.01051397,30.120432,-95.72147788,124.6791357,2.188611795
-6.7231172,-3.507003459,2.450100107,11.08110217,10.94462347,9.500838804,2.055062782,1.292245603,29.83993548,47.89650695,-93.25411249,143.1875137,3.216113741
-6.610189947,-3.968780684,2.014500088,11.09583707,9.440473381,27.53159716,,1.304246641,29.43644719,38.6827923,-103.3770877,144.7042029,2.641409263
-7.97783422,-3.815036352,2.698700118,0.864454423,0.557344498,4.249958199,,2.078549058,47.54008184,50.12541892,-100.5388645,171.1568448,4.162797868
-8.186001324,-3.941841412,2.75040012,6.744898592,6.279505504,4.121872483,2.461715895,1.85460822,41.6948355,56.94581424,-103.6293463,178.1680029,4.244159912
-6.19548842,-3.86564953,1.528200067,6.12111993,,20.26803172,,0.75681287,17.13413325,,,126.6614366,2.32983889
-4.860497811,-3.148357389,1.101300048,12.93132954,14.06318738,21.59708195,,0.125543812,2.060739556,14.85941312,-89.52984657,,1.712140422
-7.090743028,-3.628094128,2.51630011,3.15445395,3.107221083,4.509448589,2.087444956,1.308324267,29.55692892,48.68026569,-96.12935873,150.8719889,3.4626489
-7.085572865,-4.406067661,1.924200084,6.429700007,6.797400007,13.3772,,0.889504025,20.80066833,35.9280278,-113.0972021,150.5419191,2.679505204
-5.65860777,-3.530949479,1.386700061,3.868750256,,10.91675417,,0.427161892,10.51140326,,-93.80004532,120.3085355,2.127658291
-6.811826319,-3.518160128,2.453100107,5.004586234,7.699804733,5.471642767,1.924733975,1.337900323,30.49568238,44.16471093,-93.63501045,143.1862586,3.293666191
-7.053191315,-4.071911838,2.273000099,6.795523516,6.788574431,16.39119866,1.876047313,1.153906725,27.14792187,44.28017259,-105.2282392,151.1110698,2.981279477
-7.960146819,-4.314637403,2.650100116,5.24569536,5.101253912,4.855139048,2.243122836,1.546004297,35.12607129,52.02300614,-111.5491374,169.8001703,3.645509416
-7.130471652,-3.970141253,2.250300098,4.349073976,5.272885723,10.42118898,1.757717453,1.013349847,23.80455392,41.58941399,-104.2926233,149.1952848,3.160330399
-6.188685574,-3.629726811,1.730300076,9.423344672,8.688230419,3.607014648,,0.678533603,15.5904611,31.48526408,-95.99444429,130.9278703,2.558958763
-7.611024733,-4.466476938,2.155500094,7.642300012,8.99540827,7.787704883,,1.470562361,32.7001215,33.33578812,-115.7622328,160.5299799,3.144547795
-6.467874397,-3.554895499,2.137500093,14.46542568,,24.40829955,,1.15166233,26.30078472,,-95.6606095,136.1518827,2.912978898
-5.896435286,-3.430539464,1.692200074,7.457056388,6.902390453,11.44520171,,0.672014844,15.40660097,29.97296738,-91.72989313,121.1054719,2.465895822
-7.404490311,-4.185383318,2.373300104,11.3732,,20.6037,,1.489340123,36.00772144,,-108.3758244,141.328832,3.219106993
-7.722591417,-3.953542308,2.654300116,9.574885506,9.03074366,6.88609092,2.353934008,1.613981605,36.85862364,54.92209772,-103.6406415,165.5400117,3.769049109
-7.740006704,-3.874629288,2.815700123,5.193247968,4.725121397,,2.434181355,,,55.82194562,-102.4446093,163.3845183,3.865377416
-6.924753572,-3.944290436,2.215400097,4.390405858,1.92214468,8.117771687,,0.697861906,15.86028997,33.99906513,-103.4561538,146.9211922,2.980463136
-7.706808813,-4.137491279,2.724100119,10.76342983,,12.68931018,,1.308144672,29.4439773,,-108.1285858,165.3787419,3.569317534
-7.714972228,-4.378856275,2.596900114,5.338772527,5.326645404,11.01465966,2.205323676,1.393038755,31.61641346,50.82195391,-112.7683874,166.219604,3.336115953
-7.074960424,-3.672176574,2.564700112,2.09586407,2.212681461,11.19266646,2.151945377,1.55462647,36.19722916,49.49916494,-97.23565709,151.6256272,3.40278385
-6.421070812,-4.233275358,1.483000065,14.02490063,16.0252,23.55420001,1.088488891,0.53009277,11.77332386,24.86629914,-110.6135215,133.0099452,2.187795454
-7.190608816,-3.655305514,2.616100114,7.303306696,6.892246807,4.251862287,,1.456668772,32.25961018,50.33877198,-97.34233362,155.1842307,3.535303302
-6.221067124,-3.907282951,1.59700007,6.649287472,6.978057808,14.25276055,1.212724852,0.644940875,14.6071545,28.51902903,-102.8612753,130.6367061,2.313784173
-6.015893271,-3.42183182,1.964100086,4.905112528,5.468741282,14.41206024,,0.838551793,18.78071686,36.71429657,-91.69349761,124.5178659,2.594061451
-8.006678289,-4.10728664,2.73560012,8.104398166,8.40626865,13.90623015,2.460029483,1.770568983,39.7558327,56.8102723,-106.4983174,171.1844552,3.899391649
-7.722319303,-4.006332397,2.694600118,12.35768433,,18.04835809,,1.585631967,35.90543747,,-104.5624522,161.5214441,3.715986906
-8.265730686,-4.028645734,2.771200121,0.535809266,0.258172152,6.305885957,1.912917713,1.669781274,39.10134081,45.58664632,-105.2683998,,4.237084952
-7.055096112,-3.921704986,2.318500101,14.21283659,12.16950691,23.9197325,1.794081466,1.330766858,30.5458831,41.3597457,-102.7345185,148.9354961,3.133391126
-7.983004383,-3.942929867,2.758000121,6.644798162,6.772210818,11.76016679,1.860958443,1.887604067,43.2215649,43.98210581,-103.6155411,166.1524605,4.040074516
-7.024891473,-3.908915634,2.082300091,2.414104325,,7.189197981,,1.247520697,28.34144398,,-102.635372,147.8768884,3.115975839
-7.200404915,-4.010141991,2.333600102,4.188800221,3.337700027,0.8473,1.745085134,1.019654181,23.67842461,41.16019784,-104.1551988,147.7576617,3.190262924
-6.811282091,-4.091231922,2.098100092,7.485542125,7.53825429,19.47007634,1.720539943,1.130082612,26.36165309,40.51323606,-106.259864,146.558492,2.720050169
-7.399048034,-4.306746101,2.106700092,10.25259571,11.55398538,11.17522836,,1.394581368,30.90293572,31.47522393,-111.3671598,155.8054646,3.092301933
-8.383828102,-4.107558754,2.769200121,0.820782876,0.79561551,6.70738008,,1.723558864,40.18065629,45.12668223,-107.0862934,172.9477555,4.276269348
-6.498623263,-3.995447842,1.863400081,4.77097642,4.506375297,15.28983569,,0.861025949,19.96608136,35.48124139,-104.2763081,139.7675896,2.503175421
-7.163125315,-3.562242573,2.640900115,2.620840071,2.561461946,3.467900848,2.258914847,1.51428861,34.43141883,52.25957703,-94.56372377,156.18197,3.600882742
-7.01128578,-4.139396076,1.979500087,4.767,4.291900019,7.275900012,,1.277440432,29.55190885,35.54838485,-108.1574512,148.7811289,2.871889704
-7.667080189,-4.222935032,2.689300118,0.458304244,0.386931906,5.522913425,2.291540467,1.420629196,32.26149271,52.07383437,-109.4087042,166.360166,3.444145157
-6.733457527,-4.076537774,1.983800087,15.84110766,14.70699052,35.23104482,,1.118698185,24.71130442,33.85975813,-106.1487949,140.2049634,2.656919753
-5.670852894,-3.511629395,1.458200064,7.899537666,9.015131119,16.55980069,,0.494818378,10.86845588,24.98929091,-94.01904596,117.2174262,2.159223499
-6.904072918,-3.572038673,2.422800106,7.645354902,7.225356278,3.700585016,1.987327027,1.317760632,29.94221944,45.94620898,-95.24519855,146.0433071,3.332034245
-7.620276604,-3.489043944,2.74030012,8.906217168,8.479218916,8.772585914,,1.85277186,42.64049157,55.69142375,-92.44399837,159.7161007,4.13123266
-7.418640232,-3.674353485,2.716000119,5.353238275,,6.47331378,,1.642358727,37.17551569,,-97.73264422,139.8372431,3.744286747
-6.581345877,-3.733674307,1.993500087,6.368944407,7.359506513,12.25016028,1.592842244,0.994206092,22.85325027,37.5595512,-98.54526838,138.4761761,2.84767157
-6.268142822,-3.455846053,1.962800086,3.78576541,4.602043278,8.213137034,,0.934744588,21.78962252,35.23902291,-92.47537382,131.7605748,2.812296769
-7.17754735,-3.654489173,2.715400119,8.718734199,9.515277991,20.40731592,2.182886399,1.653462606,37.39200629,50.15365683,-96.86166173,148.4705119,3.523058177
-7.901914452,-3.907282951,2.728200119,5.280896156,,6.066979857,,1.695316439,37.82373248,,-102.9748544,,3.994631501
-6.908698854,-3.966603773,2.220800097,1.524212206,1.262309079,9.946353122,,1.105298754,25.81885781,44.10258754,-103.0959636,148.7290456,2.942095081
-8.028175284,-4.06429265,2.768900121,1.327080092,2.32112093,,2.45201956,,,56.64586494,-105.8632783,171.6952475,3.963882634
-7.654562951,-3.866465872,2.711900119,7.287728936,6.072199755,2.967107258,2.258769663,1.661574048,37.03871873,52.048734,-102.0486511,164.7248776,3.788097079
-7.324216722,-3.830002614,2.50920011,3.719800043,4.008500001,5.06350002,2.006059567,1.128492379,25.22146924,46.03782529,-101.9400921,156.6620144,3.494214108
-7.095641078,-4.102932818,2.151700094,10.4672,10.98290008,21.33380001,,1.327155363,30.57286599,40.22960199,-107.1534368,150.6492232,2.99270826
-7.253739232,-3.638434455,2.717800119,5.087885833,5.885136112,11.57137511,,1.796541163,40.91044926,52.77538943,-96.72298224,156.1160816,3.615304777
-5.578062067,-3.806056594,1.14670005,9.920778378,10.99796109,18.59856176,0.819001879,0.221906678,5.571652411,19.76716101,-100.5696124,117.5493784,1.772005473
-7.584085461,-4.334229601,2.399100105,4.793314413,4.41595122,7.357541076,,1.094882507,26.04601606,42.46039649,-112.8016453,159.1551077,3.24985586
-7.305985093,-3.884969614,2.644400116,4.81123521,4.929371717,10.78418371,,1.425596634,32.39013205,51.88495416,-101.8020401,157.0906031,3.421015479
-7.024075132,-4.334773829,1.762700077,4.711560945,5.026766017,12.32897252,1.246973206,1.213028904,28.84219617,30.23965871,-114.6214214,151.3551708,2.689301303
-7.88558762,-3.911092545,2.756200121,2.230489332,2.502484487,6.155161311,,1.783693035,39.94220287,57.20246542,-102.7470686,169.7436945,3.974495075
-6.692368333,-3.519792811,2.391300105,3.843196578,3.964265599,8.458120691,2.042261466,1.290089917,28.57801488,47.33049383,-93.92491961,142.8367361,3.172575522
-7.25999785,-3.65993145,2.2843001,2.98258077,2.986587943,7.106540521,1.729770289,1.365919914,31.00961225,40.36702646,-97.30719312,148.6619022,3.6000664
-6.675769388,-3.551358019,2.252500098,6.806016231,5.459943921,4.116350119,,0.827047907,18.685963,41.33025278,-94.64278991,139.2455021,3.124411369
-6.341885678,-3.51271785,2.081100091,8.162670978,9.841285177,15.74789975,,0.832116572,19.45152398,35.56344507,-93.45052281,127.003429,2.829167828
-5.525816205,-3.707279262,1.166500051,18.29656163,19.88829129,30.00836276,,0.370165195,5.724137098,17.52005128,-98.39968629,113.058924,1.818536943
-7.387891366,-4.03898606,2.143500094,5.728133397,7.351510975,14.59442651,1.552311074,1.267488956,28.76187501,36.28821796,-105.6053721,151.4838101,3.348905306
-6.444200491,-3.732313737,2.039600089,12.72659918,9.486538534,23.31065907,,0.986841603,22.22009369,29.36491116,-99.39554307,135.3900868,2.711886754
-6.840398275,-3.750545366,2.326700102,8.296967348,6.31622787,17.09239467,,1.262941661,28.95012772,40.16120351,-99.00585998,144.4017436,3.089852909
-6.333722263,-3.715170564,1.785900078,4.718446225,,4.142200001,,0.805852142,19.26076125,,-97.27581767,130.4666512,2.618551699
-6.277122579,-3.88959555,1.637200072,3.695164571,3.272331736,20.06561511,,0.797115927,18.35212821,24.24632025,-102.3950361,129.85734,2.387527029
-7.561772124,-3.760613579,2.779100122,10.85028479,10.52151393,16.15176244,,1.713792807,38.16133233,55.23961727,-99.20603536,162.1257353,3.801158545
-4.791653004,-3.302101721,0.883400039,25.26663197,,33.97770468,,0.036307064,0.13177689,,-89.05356724,98.11605222,1.489551283
-7.77211614,-4.199261125,2.763600121,7.276119148,7.284208635,11.42817927,2.380270222,1.446868999,32.58277732,54.71752978,-108.4360652,168.1993949,3.572855015
-6.229774767,-3.658298767,1.903800083,4.162844884,3.549669382,12.20784725,1.535325006,0.800508207,18.04904137,35.58227034,-96.87672195,132.5154681,2.571476
-7.577826842,-3.806328708,2.75070012,4.655800073,,2.0685,,1.602842352,35.94183299,,-99.38487542,156.5019996,3.771498134
-8.669275544,-4.175587219,2.790100122,8.131900357,8.321800044,7.886700001,2.457564318,2.371435903,54.09755089,56.94644175,-107.7050173,187.3685398,4.493688325
-7.723407758,-3.898847421,2.693300118,9.692921003,9.824222873,,1.743585838,,,40.06519463,-102.6937304,159.6495848,3.824560337
-7.303808182,-4.120620219,2.452900107,2.602402803,2.573513598,10.9273118,2.033832261,1.295979005,29.7018835,47.03681962,-106.571736,157.2945435,3.183187963
-6.484201229,-3.954358649,1.867300082,7.336602013,6.790416803,16.9974194,,0.878660288,18.71169087,34.4991898,-104.6352432,138.6267782,2.52984258
-6.625428323,-3.875717743,1.842800081,5.593241315,4.932498463,6.644326158,1.429957767,1.003619327,23.38161285,33.65456269,-103.154322,139.1419631,2.74971058
-7.325577291,-3.496118905,2.784300122,3.812024736,3.410473706,2.460972576,2.364474268,1.774004421,39.90392482,54.4953916,-93.48189826,153.9323503,3.829458386
-6.594951571,-3.555711841,2.231300098,9.91163066,9.953899906,11.12116426,1.861673487,1.160312557,26.61202918,43.24541024,-94.37107851,140.3706258,3.03923973
-5.942422528,-3.531221593,1.82410008,8.254427113,8.069795416,18.82649187,,0.793237216,13.72424934,30.3714356,-95.86831498,124.4431923,2.411200935
-5.351119105,-3.384280107,1.323200058,11.55747876,12.4094133,18.00999811,,0.380280211,8.255508404,21.70051624,-91.09861907,110.6963527,1.966838998
-6.906249829,-3.628638356,2.393700105,4.047321121,4.291820102,9.453216157,1.974593226,1.311656573,29.87758602,45.46428207,-96.45440839,146.7825127,3.277611473
-8.000963898,-3.825104565,2.789900122,7.378869937,7.869178398,4.316074915,1.956085976,2.120585779,48.24540196,45.81003953,-101.2291244,165.3737219,4.175859333
-7.076320993,-4.009597763,2.304200101,3.987591456,4.304770958,13.35623847,,1.238730602,23.21469546,40.44170003,-107.6071258,147.6321599,3.06672323
-6.573182462,-4.003339145,1.864800082,15.62693187,13.39093729,32.39701821,1.15719312,0.909435005,20.0940932,26.50221511,-105.8595133,134.9947562,2.569843317
-7.91796917,-3.7747635,2.714000119,1.256369313,0.790171,4.603486106,2.17607061,2.094600919,47.80551815,50.44419349,-99.5229274,170.9604345,4.14320567
-6.033580672,-4.050414843,1.408500062,8.843615146,9.086022521,25.78287957,,0.44969673,10.71220614,24.9397177,-104.9025621,126.5798605,1.983165829
-5.414249521,-3.385640677,1.36480006,7.250505473,8.006377828,15.169206,,0.405310061,9.447775504,23.31070433,-91.09171648,112.2268471,2.028608844
-6.173719311,-4.335590171,1.113100049,6.516070116,6.371066222,23.88781609,,0.480547639,10.23404428,16.8448516,-112.1402509,127.7169068,1.83812914
-7.498369594,-4.166607462,2.145700094,8.526700001,8.370528663,19.73710001,,1.534374967,35.43166818,35.50383171,,,3.331762132
-7.695652144,-3.686870722,2.791900122,5.38059302,,4.788026184,,1.81099313,40.82950059,,-97.6824435,160.5619828,4.008781422
-7.234691261,-3.741837723,2.555100112,7.2013626,7.6693001,,,,,49.60709649,-99.00146742,151.12362,3.492853538
-6.540256684,-3.68033999,2.185600096,6.505802987,6.648880419,13.83661191,1.823722985,1.029893064,23.83090929,42.62605886,-96.39354002,139.763197,2.859916694
-8.41539331,-4.382121641,2.535400111,9.86365107,14.47531696,,1.837066702,,,42.78481864,-117.0185058,177.8824863,4.033271669
-8.022188779,-3.652312262,2.801600122,3.453178104,3.787023169,2.902264676,,2.1214677,50.13420405,47.92411735,-97.28711283,165.7853678,4.369876517
-5.959293588,-4.109463551,1.190200052,11.37080365,,31.44307768,,0.068309559,1.432603047,,-106.8591351,116.1801538,1.849830037
-7.7517076,-4.395727334,2.52170011,5.0536829,4.471468244,1.436594658,,1.117254348,26.49217496,44.54498138,-114.1671049,165.3329338,3.355980266
-6.356035599,-3.750001139,1.944600085,12.72511645,13.16299229,23.14753432,,0.872335273,20.12484114,36.2210745,,133.4975197,2.60603446
-7.162581088,-3.841159282,2.098900092,3.651485098,4.476590087,,1.373351745,,,32.43970526,-100.9247825,148.7459884,3.321421806
-6.130181093,-3.786192282,1.701000074,10.61035922,4.34265391,23.70497548,1.059655369,0.770380468,17.68696867,23.84220445,-103.0143875,131.1738539,2.343988811
-7.489389836,-3.959528813,2.614400114,6.03453441,6.19196024,3.60857862,,1.506066146,34.38184562,51.8253408,-103.8282666,161.303071,3.529861023
-6.065417994,-3.809321961,1.490700065,8.648928871,7.826776042,19.51605,,0.707052769,16.20039985,26.50472514,-100.5181567,128.3996366,2.256096033
-7.353060791,-3.731225282,2.717400119,5.717988957,5.688122395,13.32013089,2.305320036,1.661780147,37.44597207,52.86951578,-98.49695019,157.1307636,3.621835509
,,,,10.93236898,5.974872363,,,,,,,
-6.46950708,-3.945378892,1.615300071,1.121897371,1.282766292,15.22406384,,1.000313688,22.93796399,24.7728003,-105.0092386,137.1709574,2.524128188
-7.832797531,-4.294228863,2.139900094,5.087984353,4.912633617,4.776896583,,1.402605734,30.10788182,33.30441267,-111.627576,165.974248,3.538568668
-7.958514135,-4.427564656,2.677600117,5.430139471,5.414542896,11.79706865,2.301990814,1.551322763,33.72672622,50.97945867,-115.1548041,169.8215057,3.530949479
-6.554406605,-3.686326495,2.157000094,4.257257616,2.939819909,12.45186502,,0.894999093,20.59233534,37.28470225,-97.0474044,132.3002325,2.86808011
-6.386512352,-3.846873674,1.855600081,17.57329282,,31.31420312,,0.883299829,19.39065561,,-101.6608506,132.3303529,2.539638678
-7.693747347,-3.815308466,2.75590012,11.71184476,,16.99993984,,1.642710298,38.5359552,,-99.49217946,161.9481502,3.878438881
-7.909261526,-4.258581947,2.719200119,6.010928665,6.456403273,9.212837661,2.444345174,1.593834839,34.8129443,55.07081735,-111.4983092,165.8851417,3.650679579
-6.095350519,-3.870275466,1.648600072,7.600218596,6.957773329,17.90690104,,0.630892997,14.79917226,31.2079051,-102.0957143,130.8902198,2.225075053
-7.507621465,-3.775851955,2.818000123,1.628111572,1.291896935,3.656767198,,1.542149886,35.45865106,56.78140688,-99.09120121,163.2621541,3.73176951
-6.688558739,-3.897214738,1.959800086,9.178181429,9.279140706,4.627740791,,1.155057495,26.70552802,36.7368869,-102.699378,143.2301843,2.791344001
-7.615378555,-4.401169611,2.361000103,7.708646268,,10.07223906,,1.355005128,31.04412525,,-113.9098262,,3.214208944
-6.022696118,-3.556800296,1.706900075,6.298874244,5.978249099,8.983762878,,0.669183771,15.35012516,30.6017314,-95.32802974,125.4597569,2.465895822
-6.060247831,-3.877078312,1.541700067,11.1315661,10.67001227,20.90879169,,0.550063751,17.77168239,32.40456476,-98.81760728,129.6113564,2.183169519
-5.615885893,-3.319789122,1.573000069,8.097464947,7.80980656,12.7906222,,0.568421641,11.50161246,28.58303495,-89.23930991,116.4098221,2.296096771
-6.452363907,-3.688231292,2.100800092,5.077991089,,15.29323448,,1.038675756,23.47448418,,-98.22021872,136.3620983,2.764132615
-7.388707707,-4.452054904,2.171000095,9.316700107,9.602700001,16.71900002,,1.066280075,23.30882181,40.28482278,-115.0958183,156.0282303,2.936652803
-6.14895695,-3.453941256,1.956100086,2.314491205,,4.885886218,,0.603176676,13.73115194,,-93.40220461,128.9487069,2.695015694
-7.425715193,-4.318991225,2.2799001,6.657171866,8.426255537,9.472387402,,0.948074629,19.93658844,43.16634411,-113.8828434,157.2826208,3.106723968
-7.75524508,-3.750545366,2.726500119,3.983021654,3.538588405,5.168460778,2.169803425,1.776166093,39.20927236,50.2427631,-98.75673891,160.0831935,4.004699714
-7.608847822,-4.110279892,2.479500108,8.64222047,10.26540051,19.05061793,,1.751828828,38.18455016,46.81154389,-108.8251208,162.9948352,3.49856793
