Real,Predict
18.20968367,15.309089919234314
15.95880889,16.37987417616297
18.46382482,18.106787214043603
18.98465729,18.952180970297412
19.76716101,19.493848463715047
17.78235004,17.81695726743991
17.89655668,19.775795566430162
19.69060491,20.6819739116244
18.8604105,18.781927746157276
18.86103801,19.322782116811815
20.22838012,20.313188511018456
19.8851327,19.96425561094315
20.30179868,20.46910158011428
20.18821955,20.458013020696654
18.9507718,19.83811360464857
21.58881964,21.613487939845957
22.21193607,22.46251924075592
22.73025851,22.213432983500773
19.01226768,20.513916431126393
18.69851318,18.569920919062643
21.05480948,21.352251084736483
16.61455579,17.39493157752641
21.44763011,21.327279301122758
17.81498051,17.33362914556495
22.49557014,22.140679423604215
21.67353335,21.312731080242372
18.90057108,18.91467172766185
23.48013176,22.864545424376164
23.65081421,22.919737699761704
24.24004516,24.11778927474646
24.59709778,24.243499171301483
23.40294816,23.163468696673498
23.21030289,23.176934566847383
23.36341509,22.789717967617676
19.50925481,20.306315531436432
25.77869723,24.35999079871425
21.74130432,22.010853552620468
25.01752881,25.64763867988352
24.69310666,25.40913246203407
22.46607722,20.868904956787194
26.02405325,25.577376209010648
25.30492793,24.419869803843287
22.71645331,22.27061771950356
25.59483709,24.59428125265654
24.01163188,23.288311418706705
21.12195294,21.930085198177338
28.1475437,28.685022297707192
18.68847304,18.553457184973205
25.61868243,24.922529897776297
24.13336863,23.54949989514419
15.966339,16.003817630483987
20.19700467,20.36191000782826
23.12056911,22.056275841449263
31.11315124,29.60211315165136
28.34771908,28.306608058355376
25.29049523,25.637224194496483
25.54902893,25.350389682513796
20.61931823,20.31706003858427
27.27907125,26.957327770457432
27.39955298,26.98552574758395
26.38926349,27.099364843222926
20.90420732,20.94556366942367
29.50296314,29.191981705747757
25.1907213,25.187102557166845
22.27970705,21.870118247098418
22.51816047,22.91610631974851
24.66235872,24.773372889727703
21.27130008,21.33858381484984
25.73916416,26.1455235022749
26.28823454,27.017517636778123
21.25812239,21.71345453685223
28.3075585,28.036938164410785
27.67942199,27.33353311912609
30.55404072,31.4304836426323
25.61679991,26.527935086544034
28.4192551,28.14075668357774
25.21519415,25.44345669806586
25.80944517,25.85301033723125
27.39704294,27.462147574724014
28.10863815,28.64513237388773
24.86629914,25.596356399945545
27.07262079,27.115162971609276
27.02242007,26.182548032922085
25.97510755,25.790845687450226
27.85637953,28.243612430691858
30.71531053,30.13541249130462
22.90094096,22.542788248071044
28.16009388,28.000012384492287
28.07287013,27.890598136699438
27.3035441,27.83051107511625
27.39704294,27.377372716414815
21.46520036,22.03204761739589
30.7410384,30.24725039417897
27.09270107,27.220031616098495
26.35600551,26.239047509642422
27.16298208,27.06991638152119
25.92365181,26.07130699490089
24.59458775,24.844991931842277
28.07538017,28.00606975653128
27.12721407,28.398444054642464
27.38825781,27.284196893167667
28.6633561,30.118685837871602
27.8124539,27.924254903730752
33.27240971,32.705011798328854
28.34144398,29.329697230037038
27.854497,28.108517272163265
28.83152851,28.951387205192503
27.2897389,28.028232620848765
27.68757961,27.799470249803576
27.58780568,27.043180588129758
27.14917689,27.086692796156623
23.24230585,23.10538773435337
26.85173762,26.96808975110674
22.24770409,20.76575343092331
31.27316603,30.894714253266063
29.1026124,29.2561832413381
25.86592098,26.926347717488365
30.04575843,30.18221439818052
26.26878176,26.746103077102948
