Real,Predict
-95.41274345,-96.62935708975525
-86.1921262,-91.34787901326668
-101.3866291,-100.50156948375906
-104.3371764,-101.78126146115933
-100.5696124,-99.93862970590567
-105.7522092,-104.55500948774296
-101.2241043,-99.94634538063052
-102.5864263,-99.97233205957275
-105.2244742,-103.60395855414323
-97.647303,-98.10360067941635
-104.6741488,-102.47751800163473
-97.20177161,-97.7366976875732
-97.14843334,-97.52540018316617
-96.43119056,-97.2705257993862
-93.17065379,-95.24554163574129
-102.7219683,-100.66072967200583
-96.05280263,-96.94907843053562
-92.77595063,-94.52429786772089
-93.32376599,-96.70846025825303
-97.38437673,-98.43850518764344
-104.760745,-102.21775127621106
-107.1233164,-104.60411395611031
-100.0148945,-102.06298030262751
-93.94311737,-95.40628549117253
-103.6211887,-102.93952492980694
-105.5313261,-103.52949962430478
-94.92077639,-95.39994591975561
-94.01026083,-96.25070051389632
-97.63789036,-97.48873772696449
-104.4432255,-101.41662216492547
-101.0885624,-99.82998831897689
-94.19223844,-95.90464054856652
-93.84648099,-95.95936159849059
-111.0577978,-107.12609136041019
-93.4781332,-90.98797389568043
-88.25788583,-92.26280429321167
-96.48139128,-97.64302380743548
-103.5201597,-102.06964169797051
-109.8780809,-104.80752546971621
-93.62246027,-95.20899557862012
-92.02356734,-93.94720793311627
-102.3115774,-102.80107648236896
-93.26478014,-94.84565833152449
-93.99018055,-96.40618078082332
-98.48188997,-99.73781066577135
-92.22688026,-94.16069552073729
-93.13488578,-99.22599355959089
-103.5973433,-101.09533770184161
-101.5165235,-100.7154697267068
-98.49067509,-102.04315664881464
-109.5191458,-105.30623874787517
-104.1978695,-102.11028388782366
-99.65846934,-98.5707133317808
-98.15746782,-98.68600784274851
-101.4004343,-100.76897279063859
-96.3646746,-99.16341636184802
-98.97260201,-98.71248487882414
-92.4665887,-93.976339497906
-100.9894159,-100.41251343206605
-99.09622128,-97.9005176306292
-101.6313576,-99.24440286010616
-102.5324606,-101.65322352363447
-94.16400054,-98.51962041095119
-107.4809965,-104.71160662089707
-101.234772,-101.111680498392
-107.4596612,-105.42938853572602
-105.2778124,-102.76494019319837
-100.712057,-100.00428030270561
-106.9469864,-106.62199548208172
-102.0128831,-100.49244029535868
-103.3155918,-101.16797671946362
-100.713312,-97.9465899933812
-96.59559792,-97.68892987161368
-105.839433,-103.16906209726376
-93.43483508,-96.99313519456045
-99.14767702,-97.6728942230462
-104.516644,-102.71644211607563
-92.05808034,-94.76947701952321
-110.6135215,-107.24326624982791
-97.56823686,-99.02120969021328
-110.1855603,-107.22649204748099
-91.46696686,-94.55380187104586
-99.878725,-98.54447357764161
-106.189583,-102.7300825271761
-91.27306658,-94.58621098225804
-106.363403,-103.43637274806122
-99.14704951,-99.39772937686595
-103.2873539,-101.34205509641109
-105.8111951,-104.44986175347768
-90.98692247,-92.90076046816762
-102.1835656,-100.00144083698977
-99.6063861,-96.89224367821149
-95.64805932,-97.66559522553456
-105.7164412,-103.44284299874303
-102.8826106,-100.6068699590918
-103.5421225,-101.65153671531297
-100.6944867,-100.46334843147241
-97.25385486,-95.95860344680179
-98.03133851,-98.51811344864295
-96.9990862,-95.58703962335997
-107.7464328,-103.90511237539774
-87.24132125,-91.84593162469585
-103.990164,-101.34343391660092
-110.5062174,-105.56097499921867
-102.7759341,-102.94203556102184
-97.29527045,-99.03455005276456
-105.8212352,-104.33933576781538
-105.6618479,-102.59406677889679
