homo (eV),lumo (eV),vertical_excitation_energy (eV),zpve_S0 (eV),zpve_S1 (eV),zpve_T1 (eV),total_electronic_energy_S0 (eV),total_electronic_energy_S1 (eV),total_electronic_energy_T1 (eV),dipole_moment_norm_S0 (D),dipole_moment_norm_S1 (D),dipole_moment_norm_T1 (D),0-0_S1 (eV),0-0_T1 (eV),reduction_potential_S0 (eV),reduction_potential_S1 (eV),reduction_potential_T1 (eV),oxidation_potential_S0 (eV),oxidation_potential_S1 (eV),oxidation_potential_T1 (eV),free_energy_S0,free_energy_AN,free_energy_CAT,free_energy_S1,free_energy_T1,adiabatic_T1-S0 (kcal/mol),adiabatic_S1-S0 (kcal/mol),reduction_S0 (kcal/mol),oxidation_S0 (kcal/mol)
-7.20149337,-4.187832343,2.321200101,3.897296372,3.858302456,3.850492788,-47959.62115,-47957.64713,-47958.33717,9.531426498,9.754052812,19.79976506,1.935029699,1.237174383,-0.111069979,1.82395972,1.126104404,-1.875959867,-3.810989566,-3.113134251,-1762.388723,-1762.561038,-1762.143386,-1762.316956,-1762.343544,28.35022911,45.0344384,-108.1292133,153.9511755
-6.295082094,-3.62401242,2.06270009,6.410893754,6.382811603,6.376607407,-38170.43297,,-38169.3738,11.71234719,11.4458678,19.97625208,,1.024877951,-0.706754435,,0.318123515,-1.033957943,,-2.058835893,-1402.553885,-1402.704309,-1402.339491,-1402.487192,-1402.515632,24.00410178,41.85045774,-94.39241382,134.5341645
-6.028410509,-3.714354223,1.717800075,6.849323609,6.927202597,6.800179846,-30342.61316,-30341.69688,-30341.8953,9.04539029,5.005061074,22.84579262,0.99415722,0.668715735,-0.509988901,0.484168319,0.158726834,-0.640209184,-1.634366404,-1.308924919,-1114.869565,-1115.02722,-1114.669641,-1114.833477,-1114.846317,14.58832923,22.64554479,-98.92993139,125.4541093
-7.085028637,-3.766055856,2.563800112,3.989787874,3.947936762,3.941297184,-42942.77107,-42940.57035,-42941.35331,5.343000678,5.757281311,9.800522656,2.158868395,1.369276684,-0.500655396,1.658212999,0.868621288,-1.757399858,-3.916268252,-3.126676541,-1578.014128,-1578.172127,-1577.773148,-1577.934123,-1577.964062,31.41686559,50.20385755,-99.14579449,151.2171188
-6.030315306,-3.974222961,1.305500057,10.89252743,,,-45956.58276,,,6.190908923,,,,,-0.262963937,,,,,,-1688.535783,-1688.702516,,,,,,-104.6264581,
-6.491004075,-3.998168981,1.59910007,9.616857647,,9.609673841,-37458.54175,,-37458.18929,3.057461637,,12.58851656,,0.345278477,-0.084293975,,0.260984502,-0.58929668,,-0.934575157,-1376.279484,-1376.452783,-1376.081431,,-1376.267472,7.537638108,,-108.7466822,124.28004
-8.166953354,-3.815036352,2.794500122,6.289939142,6.267680228,6.242428062,-34317.36101,-34315.36608,-34315.59374,6.61842802,6.461410871,5.19836019,1.972666047,1.719756345,-0.400735186,1.571930862,1.31902116,-2.452079337,-4.424745385,-4.171835682,-1260.962138,-1261.123808,-1260.695631,-1260.888248,-1260.89895,39.65103869,46.36664001,-101.44938,167.2355411
-7.639324575,-3.540745578,2.796400122,5.564020991,5.540129394,5.485978736,-23213.7101,,-23211.48681,6.049456025,6.917362845,2.624645184,,2.145252221,-0.682236976,,1.463015244,-2.056099244,,-4.201351465,-852.928129,-853.079454,-852.676172,-852.855573,-852.849722,49.20109816,45.529543,-94.95779943,158.1052851
-7.365850143,-4.050686957,2.123800093,4.649119763,4.621853954,4.59056086,-29074.98021,-29073.48882,-29073.49687,6.846517849,7.949024386,6.912626907,1.464125704,1.424778932,-0.215099109,1.249026595,1.209679823,-1.94902244,-3.413148143,-3.373801371,-1068.362744,-1068.531236,-1068.114722,-1068.307658,-1068.31158,32.10587048,34.56696077,-105.7302464,155.6360372
-5.701057532,-3.89803108,1.159500051,6.79634304,6.7725875,6.778410737,-52602.36836,-52601.47201,-52601.96496,15.0011,17.2889,25.0588,0.87259342,0.385470783,-0.351428154,0.521165267,0.034042629,-0.356829807,-1.229423228,-0.742300591,-1932.907654,-1933.071136,-1932.718144,-1932.876275,-1932.894336,8.357164862,19.69060491,-102.5864263,118.9192306
-6.409369916,-3.721429183,2.045800089,6.072492955,6.033090867,6.026505712,-29378.09749,,-29377.05932,2.565454445,3.113703578,12.69811155,,0.992185919,-0.612330925,,0.379854994,-1.033821886,,-2.026007805,-1079.452909,-1079.606803,-1079.23852,-1079.39009,-1079.416303,22.97059445,39.41948787,-96.56987005,134.531027
-7.756877763,-3.936399134,2.135200093,4.813286056,4.778972498,4.738944549,-35735.38764,,-35733.9045,5.325679652,5.516957822,6.076895658,,1.408804216,-0.263154417,,1.145649799,-2.295858769,,-3.704662984,-1313.125034,-1313.29176,-1312.864266,-1313.068138,-1313.077213,30.00810789,35.70275206,-104.6220655,163.6342669
-6.396852679,-3.956807674,1.766900077,6.076683508,6.049254431,6.007947546,-28262.77082,-28261.69277,-28261.92495,14.7460741,8.644267105,26.49312169,1.050612441,0.777130252,-0.295944137,0.754668304,0.481186115,-1.018964469,-2.06957691,-1.796094721,-1038.461813,-1038.629741,-1038.248473,-1038.424782,-1038.436572,15.83895467,23.23728578,-105.3763314,133.8727701
-6.454268704,-3.627822014,2.06620009,5.153074636,5.128774868,5.109318727,-34682.21924,-34680.75477,-34681.06655,2.910647964,3.162012035,11.43961408,1.440170792,1.108926848,-0.616276576,0.823894216,0.492650272,-1.14147013,-2.581640922,-2.250396978,-1274.403108,-1274.556837,-1274.184763,-1274.349897,-1274.362501,25.48125796,33.3903814,-96.46633106,137.0134526
-8.486687142,-4.589472404,2.468500108,3.410403038,3.323299391,,-25491.13951,-25489.06776,,3.702520938,1.559636836,,1.984648958,,0.337781837,2.322430795,,-2.894427632,-4.879076589,,-936.702543,-936.891353,-936.419778,-936.630331,,,45.31367991,-118.4799743,177.4375824
-7.987630319,-3.888779208,2.685800117,4.888389482,4.791925118,4.812496926,-27706.87009,,-27704.72912,6.224298075,5.600028594,7.946108144,,2.065085164,-0.375483019,,1.689602144,-2.633742552,,-4.698827715,-1018.075158,-1018.237756,-1017.801973,-1017.996139,-1017.999467,47.49678372,49.58513367,-102.0317084,171.4260462
-6.821894532,-4.139123962,1.895300083,7.099858842,7.05977647,7.040374752,-49271.44715,,-49270.63995,4.618700105,6.064400001,9.695600021,,0.747723179,-0.119315029,,0.62840815,-1.408849211,,-2.15657239,-1810.494377,-1810.666389,-1810.266206,-1810.439111,-1810.468084,16.49909414,34.67991239,-107.9390781,143.179356
-6.694001017,-3.464553697,2.442500107,5.220640508,5.152884156,5.159115564,-22254.98909,,-22254.05109,7.084111231,9.807462026,5.99463165,,0.876472792,-0.826647803,,0.049824989,-1.29752743,,-2.174000222,-817.706783,-817.852801,-817.482703,-817.643905,-817.674418,20.30932879,39.4565109,-91.62760916,140.6122167
-6.511412615,-3.755443416,1.807700079,6.306347608,6.28773502,6.246400924,-31320.59714,,-31319.33464,6.277292192,7.040363725,8.215106862,,1.202551704,-0.39904808,,0.803503624,-1.203729782,,-2.406281486,-1150.826267,-1150.987999,-1150.605634,-1150.779287,-1150.781888,27.84822191,29.48037282,-101.4882856,138.4491932
-6.332089579,-3.440607677,2.163900095,5.874203583,5.831454495,5.826937405,-23787.4257,-23785.58076,-23786.33768,4.495360961,4.468636527,9.721409424,1.802187996,1.040750679,-0.813776817,0.988411179,0.226973861,-1.038338976,-2.840526972,-2.079089655,-873.999531,-874.146022,-873.784976,-873.932672,-873.961411,23.92064308,41.95462423,-91.92442092,134.6351935
-7.35931941,-3.634352747,2.139400094,4.993942449,4.957506403,4.933043367,-36964.66563,,-36963.18091,7.39398163,7.036009047,7.616894991,,1.423821091,-0.602045021,,0.82177607,-1.908150937,,-3.331972029,-1358.290215,-1358.444487,-1358.043695,-1358.22937,-1358.239224,31.99731142,38.1807851,-96.80706845,154.6935187
-7.272787202,-3.464281583,2.831600124,4.853749387,4.766183147,4.779380669,-22908.20768,-22905.70934,-22906.49892,5.285522548,5.492621398,4.786829516,2.410779843,1.634392512,-0.787055236,1.623724607,0.847337276,-2.016996482,-4.427776325,-3.651388995,-841.725633,-841.873106,-841.475113,-841.636193,-841.666557,37.07072168,56.12440496,-92.54063476,157.2035547
-5.99466839,-3.65639397,1.581200069,8.733249513,8.69588828,8.692976662,-58835.43463,,-58834.75622,8.851336826,11.18628367,17.80909426,,0.638142926,-0.58533723,,0.052805697,-0.545431926,,-1.183574852,-2161.904743,-2162.059629,-2161.708302,-2161.860168,-2161.881673,14.47663263,27.97121367,-97.19235897,123.2684955
-6.000927009,-3.605236564,1.61200007,7.734210679,7.72618332,7.699543372,-36400.26135,,-36399.44679,3.053755005,3.056562934,10.75675954,,0.77988867,-0.630698611,,0.149190059,-0.694441477,,-1.474330147,-1337.454154,-1337.607373,-1337.252237,-1337.408919,-1337.425757,17.81937307,28.38536962,-96.14630147,126.7047348
-6.028410509,-3.376933033,1.956200086,6.124493914,6.169610392,6.081880883,-23245.3502,-23244.15617,-23244.46235,12.71397078,6.740018876,19.21511161,1.239147575,0.845234637,-0.802157556,0.436990019,0.043077082,-0.62600484,-1.865152415,-1.471239478,-854.070991,-854.217909,-853.871589,-854.025282,-854.04082,18.93257404,28.68280888,-92.19236726,125.1265496
-6.307055104,-3.918167506,1.746400076,5.637355677,5.592701792,5.589545272,-26758.2201,-26756.78732,-26757.46189,14.8681232,13.83970958,24.14365113,1.388121392,0.710397402,-0.379102134,1.009019259,0.331295268,-1.018093705,-2.406215097,-1.728491107,-983.187369,-983.349834,-982.973558,-983.136186,-983.161731,16.08807574,32.11779315,-101.9482497,134.1683268
-7.081763271,-3.904017585,2.2874001,6.051567399,6.007566587,6.001580082,-65859.02631,-65857.23704,-65857.9569,4.84657297,2.631847125,4.847315402,1.745274011,1.019421523,-0.317577189,1.427696821,0.701844334,-1.646050865,-3.391324876,-2.665472389,-2420.114969,-2420.279695,-2419.878081,-2420.049602,-2420.077129,23.74494056,41.0183808,-103.3670475,148.649352
-6.687470284,-3.483601667,2.50740011,5.330928257,5.298982089,5.297158926,-26810.06988,,-26808.73547,9.974272751,9.918775945,12.66716513,,1.300639037,-0.731788911,,0.568850126,-1.434999353,,-2.73563839,-985.101304,-985.250808,-984.872172,-985.023761,-985.053804,29.8066775,48.65893039,-93.81510554,143.7823922
-7.525308866,-4.324433502,2.362100103,5.036582692,4.996391474,4.985044326,-55919.77914,-55917.9155,-55918.58414,6.434712858,5.522060096,4.368825776,1.823442619,1.143454559,0.062157706,1.885600325,1.205612265,-2.149407088,-3.972849707,-3.292861647,-2054.887715,-2055.066396,-2054.632329,-2054.818204,-2054.844529,27.09960367,43.6187781,-112.1239356,160.2570135
-8.009399428,-4.003067031,2.774500121,5.169347045,5.061726013,,-29778.94508,-29776.49654,,1.125071682,0.905221791,,2.340917238,,-0.276814533,2.064102705,,-2.617252452,-4.958169689,,-1094.21424,-1094.380464,-1093.941661,-1094.127764,,,54.26446828,-104.307056,171.0457757
-6.174535653,-3.70428601,1.723300075,6.151079438,6.120466629,6.112303213,-53874.29868,-53872.94507,-53873.53842,8.368959125,7.770465584,10.70704871,1.322993792,0.721478341,-0.542805833,0.780187959,0.178672508,-0.833627717,-2.156621509,-1.555106058,-1979.67063,-1979.827079,-1979.463598,-1979.620612,-1979.644196,16.58757291,31.38674516,-98.17315554,129.9144433
-7.283127529,-4.522532394,1.867000082,6.15562374,,6.103922106,-55110.59136,,-55109.28472,7.027777684,,20.17472668,,1.254936344,0.253263271,,1.508199615,-1.944505349,,-3.199441693,-2025.112536,-2025.29824,-2024.86468,,-2025.066306,29.00974107,,-116.5309313,155.5318707
-6.229774767,-3.661836247,1.908200083,5.682825904,5.636512124,5.635069921,-24249.8304,,-24248.96723,13.17611638,12.38919787,20.26108519,,0.815419856,-0.647896207,,0.167523649,-1.002800906,,-1.818220762,-891.002281,-891.154868,-890.789032,-890.946251,-890.974731,17.28787295,35.15932927,-95.74971578,133.8156667
-6.336987629,-3.56197046,1.988900087,5.045508026,,4.984745001,-23727.17978,,-23726.47029,3.878954238,,6.923005863,,0.648727231,-0.624521626,,0.024205604,-0.993032018,,-1.641759248,-871.815496,-871.968942,-871.602606,,-871.792097,14.68308309,,-96.28874601,133.590391
-6.335354946,-3.817213263,1.857300081,6.41160125,6.37685231,6.345314313,-27826.80329,-27825.63315,-27825.89111,14.9962052,9.450218412,26.67409236,1.135390182,0.845894513,-0.430341174,0.705049008,0.41555334,-0.962691322,-2.098081504,-1.808585836,-1022.429029,-1022.589611,-1022.217254,-1022.387673,-1022.399315,18.64580243,25.9512622,-100.7666502,132.8907185
-5.453978145,-3.210399349,1.523100067,9.01643841,9.002615026,8.995648911,-31710.18736,-31708.97323,-31709.62627,7.883634262,9.174698535,13.1780934,1.200313184,0.540303299,-1.016855393,0.183457791,-0.476552094,-0.084389408,-1.284702592,-0.624692707,-1165.049769,-1165.188797,-1164.870271,-1165.00538,-1165.030243,12.25274073,27.854497,-87.24132125,112.6366105
-7.001761795,-3.687687064,2.540500111,5.632947433,5.565435983,5.565463195,-26269.53067,,-26268.08986,3.754531521,3.953343886,10.11741411,,1.373327752,-0.602643672,,0.77068408,-1.631002968,,-3.00433072,-965.226195,-965.380445,-964.98986,-965.148542,-965.177367,30.64000945,48.72795638,-96.79326325,148.3023395
-7.434150722,-3.639250797,2.786000122,7.581636436,7.524873484,7.520165914,-32571.88599,-32569.51318,-32570.24397,11.35595599,11.0077732,8.094873388,2.316045194,1.580546975,-0.595595923,1.720449271,0.984951053,-2.081596313,-4.397641507,-3.662143288,-1196.76937,-1196.923879,-1196.516476,-1196.683817,-1196.712051,35.96818837,53.68527748,-96.95578808,158.693261
-7.003122364,-3.658842995,2.51380011,4.708413374,4.64748708,4.653500796,-23152.92009,,-23151.43673,8.323687936,10.14256541,12.98484802,,1.42844904,-0.625909407,,0.802539634,,,,-850.725173,-850.878568,,-850.654119,-850.673373,32.5049662,44.58702449,-96.25674305,
-6.893732592,-3.62401242,2.51120011,5.704703858,5.653274338,5.642498629,-25259.21498,,-25257.6802,6.813270047,6.86410484,14.66557512,,1.472577637,-0.623188268,,0.849389369,-1.609587607,,-3.082165244,-928.093968,-928.247463,-927.85842,-928.017361,-928.041285,33.05905665,48.07158196,-96.31949396,147.8084899
-7.338638757,-3.895309941,2.477400108,3.815798271,3.859309277,3.752504586,-30872.54876,-30871.02238,-30871.24127,2.562674037,3.656636024,6.466925549,1.569888671,1.244191656,-0.230936135,1.338952535,1.01325552,-1.74115466,-3.31104333,-2.985346316,-1134.445889,-1134.613799,-1134.205506,-1134.389491,-1134.403376,26.67729012,35.39025258,-105.3650362,150.8424959
-6.788696641,-4.179396814,1.913500084,4.820143325,4.788686963,4.779271823,-37340.04511,,-37339.24059,9.168195152,9.967146928,20.81374286,,0.763651908,-0.099423506,,0.664228402,-1.26062879,,-2.024280698,-1372.096994,-1372.269737,-1371.87427,-1372.045704,-1372.068849,17.6612408,32.18493661,-108.3977872,139.7613145
-6.826792581,-3.650407465,2.404600105,4.968690283,4.919192771,4.912008965,-23180.94084,-23178.87407,-23179.61871,10.12824712,10.18181306,8.420936495,2.01727756,1.265453408,-0.660685558,1.356592002,0.60476785,-1.527871815,-3.545149375,-2.793325223,-851.744606,-851.896723,-851.512061,-851.66978,-851.698593,28.87357162,46.95398843,-95.45478655,145.9240804
-8.129945869,-4.37640725,2.73420012,3.909378228,3.834574127,3.818764312,-26996.59247,-26994.15909,-26994.75992,5.592851267,5.166260552,11.53638667,2.358572519,1.741929299,0.078212424,2.436784943,1.820141722,-2.651321107,-5.009893626,-4.393250406,-992.008346,-992.187617,-991.734515,-991.921019,-991.945725,39.29524109,54.79847844,-112.4941659,171.831417
-6.966114879,-3.809321961,2.182500095,6.054070846,6.026968305,5.98484508,-29167.4582,,-29166.00682,12.36763699,13.69245343,12.42352937,,1.382153112,-0.391673794,,0.990479318,-1.456496348,,-2.83864946,-1071.711008,-1071.872994,-1071.479444,-1071.661631,-1071.664398,29.24819449,30.98451189,-101.6476729,145.3084941
-8.483149662,-4.380761072,2.900700127,5.608919779,5.520265082,5.535503458,-48945.07558,,-48943.19198,8.403281455,7.547083779,3.668121249,,1.810189306,0.115736925,,1.925926231,-2.902944796,,-4.713134102,-1798.552663,-1798.733313,-1798.269585,-1798.460177,-1798.487132,41.12129228,58.03579737,-113.3595009,177.6339927
-7.272787202,-3.517071672,2.726200119,5.578878408,5.494740802,5.503067486,-42284.60163,-42282.16911,-42282.95767,9.296119139,8.88593547,7.865085108,2.348380786,1.568148923,-0.71842812,1.629952666,0.849720803,-1.885538275,-4.233919061,-3.453687199,-1553.77628,-1553.926275,-1553.530591,-1553.689292,-1553.720178,35.20450992,54.58575289,-94.12321245,154.1720587
-5.818066493,-3.875717743,1.339000059,9.233313158,,,-40612.28602,,,20.12233783,,,,,-0.384462777,,,-0.303332222,,,-1492.194813,-1492.357083,-1492.00727,,,,,-101.8258854,117.6849204
-6.907066171,-3.862384164,2.150200094,6.128303508,6.085636054,6.080928484,-77563.42322,-77561.74761,-77562.39633,4.95660001,5.095900005,1.329700004,1.632942351,0.979522284,-0.412680984,1.220261367,0.5668413,-1.492034419,-3.12497677,-2.471556703,-2850.235696,-2850.396927,-2850.004468,-2850.174863,-2850.200203,22.27217694,38.173255,-101.1739036,145.0976511
-6.232495906,-3.759525124,1.660900073,6.643061301,6.61672068,6.616693468,-45129.54134,,-45128.88038,8.011600827,7.213501005,0.927404367,,0.634591568,-0.52468305,,0.109908519,-0.94655497,,-1.581146539,-1658.295458,-1658.452573,-1658.084276,-1658.247121,-1658.269835,16.07866311,30.33190253,-98.59107653,132.5186056
-7.430341128,-3.682789015,,4.752441396,4.627241808,4.666398993,-20645.03119,-20642.64036,-20643.03574,6.496586688,5.164897821,15.0505582,2.265631928,1.909406211,-0.519077504,1.746554424,1.390328706,-2.129243451,-4.394875379,-4.038649661,-758.557223,-758.714544,-758.302578,-758.473305,-758.488543,43.09731812,52.65930026,-98.72034339,159.7920293
-7.292923628,-4.212866819,2.350100103,4.976146203,4.915954616,4.905859192,-31251.61656,-31249.59558,-31250.31696,3.857567559,3.737638224,9.436671486,1.960790664,1.229313558,-0.005217687,1.955572977,1.224095872,-1.93606982,-3.896860484,-3.165383378,-1148.340522,-1148.516727,-1148.092976,-1148.271703,-1148.298995,26.05856624,43.18454187,-110.5702233,155.3373429
-7.2648959,-4.056401348,2.492900109,3.702952652,3.65835319,3.64893805,-37098.66858,-37096.53606,-37097.26497,6.218309292,6.809065541,15.52506528,2.08791833,1.349596865,-0.224922419,1.862995911,1.124674446,-2.017976092,-4.105894422,-3.367572957,-1363.260525,-1363.428656,-1363.009969,-1363.184032,-1363.211491,30.76927631,48.00004594,-105.5037157,157.226145
,,,,7.320679242,7.309985167,,-39117.1964,-39117.68188,,17.06131095,25.73143544,,,,,,,,,,-1437.515433,-1437.16057,-1437.319267,-1437.338418,,,,
-6.077935232,-3.752994391,1.674500073,6.06239753,6.038288242,6.036329022,-28366.60722,-28365.23439,-28365.86012,12.21540987,12.0768546,22.70806087,1.348715374,0.721030714,-0.476845433,0.871869941,0.244185281,-0.64328407,-1.991999444,-1.364314784,-1042.278214,-1042.437087,-1042.078177,-1042.230809,-1042.254168,15.08908141,29.74706415,-99.69423736,125.5250178
-7.56503749,-4.318991225,2.445600107,5.814909972,5.785821001,5.753711565,-55755.44896,,-55754.24639,8.53047002,10.07417109,16.04645153,,1.14136799,0.038347743,,1.179715733,-1.780148576,,-2.921516567,-2048.82564,-2049.003464,-2048.584824,-2048.76861,-2048.786017,24.86378911,35.78683827,-111.5861604,151.1142073
-7.278229479,-3.874629288,2.421700106,5.751507442,5.713411502,5.67392778,-42666.78178,-42664.7455,-42665.12016,9.871418917,10.06627382,17.41385821,1.998180728,1.584037652,-0.419293351,1.578887377,1.164744301,-2.14317568,-4.141356409,-3.727213332,-1567.817549,-1567.978537,-1567.562392,-1567.742961,-1567.759414,36.48023571,46.80464129,-101.0214189,160.1133139
-6.778900542,-4.235724383,1.855600081,5.250328131,,5.192231821,-54994.3259,,-54993.31089,6.603752807,,17.50151181,,0.956916969,,,,-1.422509327,,-2.379426296,-2020.868075,,-2020.639402,,-2020.833133,21.92641948,,,143.4943656
-7.229248984,-3.911636773,2.587100113,4.033162824,3.991066809,3.98165167,-36662.63784,,-36661.18448,8.386684649,9.09351388,16.66591191,,1.40185089,-0.357877252,,1.043973638,-1.977539972,,-3.379390862,-1347.22452,-1347.387765,-1346.97545,-1347.144204,-1347.173157,32.23074477,50.39901284,-102.4377067,156.2936666
-7.195778979,-4.06293208,2.412300105,4.986595375,4.92819974,4.920580552,-27734.82916,,-27733.48977,7.170553637,7.502491605,17.35667858,,1.273379133,-0.230092582,,1.04328655,-1.849945782,,-3.123324915,-1019.101034,-1019.268975,-1018.856653,-1019.025803,-1019.053406,29.88699865,47.20812958,-105.384489,153.3512769
-6.626516779,-3.977488328,1.900300083,9.202074487,,,-67015.67861,,,7.675773943,,,,,,,,-1.151266229,,,-2462.510305,,-2462.2916,,,,,,137.2393558
-8.407774122,-4.526341988,2.807900123,3.981542824,3.911691196,3.913242245,-42484.40163,,-42482.7277,4.385319593,5.076103429,7.285282313,,1.605631247,0.173588332,,1.77921958,-3.277319048,,-4.882950295,-1561.188439,-1561.371215,-1560.891603,-1561.092348,-1561.129709,36.85360357,60.29796732,-114.693585,186.2672615
-7.813205333,-3.534486959,2.74710012,5.833495349,5.81191672,5.767208412,-34428.38524,-34426.42319,-34426.17571,6.171146556,6.371611503,5.012770405,1.940471362,2.14324715,-0.70114889,1.239322472,1.44209826,-2.194496355,-4.134967717,-4.337743504,-1265.057029,-1265.207659,-1264.799986,-1264.983355,-1264.978683,49.16282011,46.23109807,-94.52168067,161.2967959
-7.121219781,-4.084156962,2.242100098,4.837204865,4.800904875,4.780632393,-55827.77845,-55825.99402,-55826.57957,5.104162307,5.717573853,11.43895961,1.74813173,1.142309776,-0.145737285,1.602394445,0.996572491,-1.721970633,-3.470102363,-2.864280409,-2051.508102,-2051.679143,-2051.268424,-2051.442898,-2051.466473,26.12257216,40.91609684,-107.3297669,150.4001021
-7.277413138,-4.197900556,2.267500099,5.306193107,5.267879475,5.250001594,-33325.42883,-33323.6526,-33324.20689,7.94145215,7.504528702,14.05511222,1.737921553,1.165746127,-0.055232214,1.682689338,1.110513913,-1.853183937,-3.59110549,-3.018930064,-1224.543154,-1224.717521,-1224.298654,-1224.47803,-1224.500445,26.80028188,40.86589612,-109.4168618,153.4259505
-6.184331752,-3.622107623,1.928300084,6.417397275,6.386457929,6.383002083,-28837.46128,-28835.8934,-28836.52437,3.486646113,3.676002292,15.03945134,1.536939082,0.902512973,-0.647977841,0.888961241,0.254535132,-0.796837923,-2.333777005,-1.699350896,-1059.575574,-1059.728729,-1059.366409,-1059.51693,-1059.540265,22.15671528,36.7996378,-96.10614089,131.25292
-6.950604389,-3.763334718,2.354000103,5.382874793,5.315825937,5.323309069,-24685.55165,,-24684.10314,5.21083599,7.004282066,5.000871845,,1.388943414,-0.485743556,,0.903199858,-1.651574776,,-3.04051819,-907.024136,-907.182682,-906.787045,-906.955713,-906.973443,31.81031374,42.93604831,-99.48904191,148.7767363
-6.763390051,-3.364960023,2.502100109,6.574570242,6.51269155,6.512936452,-21336.15764,,-21334.85452,3.997645857,3.857779576,6.676954939,,1.241491497,-0.866730175,,0.374761322,-1.323024499,,-2.564515996,-783.892405,-784.03695,-783.667388,-783.817715,-783.847613,28.10738313,46.86864721,-90.7032884,141.2001927
-7.302991841,-4.017489065,2.414700106,5.351881024,5.314057197,5.295444609,-30817.17982,,-30815.92869,6.319314907,6.258675292,11.86458993,,1.194695232,-0.230500753,,0.964194479,-1.804992572,,-2.999687805,-1132.362541,-1132.530467,-1132.119812,-1132.29222,-1132.318882,27.39641543,44.12706039,-105.3750763,152.3146321
-7.367482826,-4.166063234,2.52470011,5.859482223,5.797440262,5.787344838,-33254.52771,-33252.64022,-33252.96836,12.29874474,14.66125873,31.75756725,1.825452537,1.487216002,-0.125247111,1.700205426,1.361968891,-1.64752028,-3.472972817,-3.134736282,-1221.920028,-1222.091822,-1221.683086,-1221.853919,-1221.866512,33.58177164,41.48399248,-107.8022811,148.6832375
-8.758256777,-4.329059438,2.780600122,4.31752181,4.255262158,4.255751963,-32122.96149,,-32120.89282,7.27179496,6.18783707,10.91134412,,2.006902866,0.066974121,,2.073876987,-3.200855052,,-5.207757918,-1180.387755,-1180.566613,-1180.093729,-1180.296554,-1180.314777,45.7943518,57.22944831,-112.2350047,184.5039612
-6.089636128,-3.772586589,1.614300071,5.993416666,5.970423045,5.962232418,-51406.15609,-51404.88408,-51405.44445,5.481162729,6.087132954,13.28355372,1.249007532,0.680454455,-0.456736219,0.792271314,0.223718237,-0.793109963,-2.042117495,-1.473564418,-1888.97455,-1889.134162,-1888.769007,-1888.927545,-1888.949285,15.85401488,29.49606054,-100.1579665,128.9800824
-6.37508357,-3.946195233,1.680900073,7.142090914,7.110362437,7.094797525,-53802.1112,-53800.79196,-53801.35457,3.957056003,4.395631308,11.48674697,1.287513061,0.709336621,-0.25360322,1.033909841,0.4557334,-1.011345281,-2.298858342,-1.720681901,-1976.992664,-1977.159741,-1976.779101,-1976.943979,-1976.967293,15.92053084,30.55027567,-104.8423212,134.0127046
-6.812098433,-3.571766559,2.259100099,7.456273579,7.409197881,7.413932662,-38912.42705,,-38911.12139,7.8098,7.339100001,3.572800048,,1.263322893,-0.669502048,,0.593820845,-1.477394693,,-2.740717586,-1429.789096,-1429.940889,-1429.558406,-1429.721536,-1429.742774,29.0674719,42.39450804,-95.25147364,144.7600512
-6.747607447,-3.631359495,2.368100104,4.943791865,4.896253573,4.88912419,-37269.06006,-37267.00892,-37267.74916,1.015569914,0.978049002,7.431779244,2.003595008,1.256233238,-0.632712253,1.370882755,0.623520985,-1.437448378,-3.441043386,-2.693681616,-1369.47719,-1369.630335,-1369.247968,-1369.403339,-1369.432215,28.22221728,46.34216716,-96.0998658,143.838868
-8.097292205,-3.998985323,2.662200116,4.138470889,4.043829687,4.050877436,-31148.92796,,-31146.89484,8.133823086,7.674305182,4.512783745,,1.945520509,-0.253467163,,1.692053346,-2.756084944,,-4.701605454,-1144.596227,-1144.763309,-1144.318546,-1144.519535,-1144.526271,43.8980196,48.12492023,-104.8454587,174.2473266
-7.700005966,-3.83816603,2.782400122,5.392153876,5.30194813,5.316152474,-26288.92123,-26286.36362,-26287.06167,1.546476078,1.534277758,5.737141157,2.467403316,1.783553168,-0.427347921,2.040055394,1.356205247,-2.376540529,-4.843943844,-4.160093697,-965.948465,-966.109157,-965.684732,-965.857813,-965.884181,40.33878856,56.88494587,-100.8356762,165.4948311
-6.446921629,-3.680612104,2.115000092,5.391419168,5.349431999,5.348914983,-35624.13975,,-35623.0421,10.75565946,11.13822182,20.57885545,,1.055143543,-0.55039781,,0.504745733,-1.105714368,,-2.160857911,-1309.011002,-1309.167172,-1308.793971,-1308.945797,-1308.975073,22.54577086,40.91672434,-97.99808053,136.1889058
-6.506242451,-4.0044276,1.82230008,5.700513305,,5.648512346,-32322.00058,,-32321.08267,18.14680635,,30.4796331,,0.865915563,-0.253684854,,0.612230709,-1.142368106,,-2.008283669,-1187.653537,-1187.820611,-1187.435159,,-1187.622632,19.39316564,,-104.8404387,137.0341604
-6.858085676,-3.370130187,2.655400116,5.444998388,5.384371419,5.378466548,-33115.6282,,-33114.11916,7.505277922,7.078280494,9.181198775,,1.442508239,-0.848716237,,0.593792001,-1.494701135,,-2.937209373,-1216.821087,-1216.966294,-1216.589761,-1216.739441,-1216.769658,32.27216036,51.23359981,-91.11869936,145.1591469
