homo (eV),lumo (eV),vertical_excitation_energy (eV),zpve_S0 (eV),zpve_S1 (eV),zpve_T1 (eV),total_electronic_energy_S0 (eV),total_electronic_energy_S1 (eV),total_electronic_energy_T1 (eV),dipole_moment_norm_S0 (D),dipole_moment_norm_S1 (D),dipole_moment_norm_T1 (D),0-0_S1 (eV),0-0_T1 (eV),reduction_potential_S0 (eV),reduction_potential_S1 (eV),reduction_potential_T1 (eV),oxidation_potential_S0 (eV),oxidation_potential_S1 (eV),oxidation_potential_T1 (eV),free_energy_S0,free_energy_AN,free_energy_CAT,free_energy_S1,free_energy_T1,adiabatic_T1-S0 (kcal/mol),adiabatic_S1-S0 (kcal/mol),reduction_S0 (kcal/mol),oxidation_S0 (kcal/mol)
-6.486378139,-3.431083692,2.307600101,6.266564561,6.212468326,6.21040026,-25396.81041,,-25395.56172,3.810947554,4.025250565,10.5448183,,1.192524281,-0.835954097,,0.356570184,-1.152218627,,-2.344742908,-933.129196,-933.274872,-932.910456,-933.05743,-933.088487,25.54526388,45.03381089,-91.41300108,137.2613187
-7.931846977,-3.857486114,2.653200116,3.959610447,3.831227127,3.874792556,-22083.61629,-22081.10782,-22081.83399,2.282570621,2.131888567,4.855446286,2.380079989,1.697477921,-0.415402123,1.964677866,1.282075798,-2.512951208,-4.893031197,-4.210429129,-811.454502,-811.615633,-811.185756,-811.366986,-811.39192,39.27076824,54.91707764,-101.1111527,168.6405337
-7.039857736,-3.930412629,2.352700103,4.467810296,4.415618858,4.408734377,-35017.57493,-35015.56489,-35016.28523,7.511512184,7.692383367,15.75686656,1.957851018,1.230622698,-0.330992403,1.626858615,0.899630295,-1.734460659,-3.692311677,-2.965083357,-1286.7544,-1286.918633,-1286.514263,-1286.682351,-1286.709846,27.95803599,45.21139594,-103.0576856,150.6881287
-7.312243712,-3.77966155,2.612200114,5.456291113,5.380235289,5.368942563,-39905.0933,-39902.80028,-39903.67274,13.51556123,13.93316498,13.47413745,2.216955372,1.333210168,-0.471593635,1.745361737,0.861616533,-2.070113108,-4.287068481,-3.403323277,-1466.332961,-1466.492027,-1466.080489,-1466.251728,-1466.285237,29.94723952,50.9744386,-99.81534659,158.4284522
-6.980536914,-4.125790383,1.951700085,5.320615141,5.28839686,5.252069659,-27194.19972,-27192.81716,-27192.82132,1.365379423,1.933811338,17.25905286,1.350336802,1.309857084,-0.153655798,1.196681003,1.156201286,-1.559273754,-2.909610556,-2.869130839,-999.220263,-999.391013,-998.986564,-999.17023,-999.17258,29.92151165,31.3961578,-107.1471617,146.6482258
-6.888562428,-3.724694549,2.449400107,6.263271984,6.200332047,6.191216233,-39748.16086,-39746.01947,-39746.88594,12.81776995,10.41408977,10.49372125,2.078441209,1.202859737,-0.580901774,1.497539435,0.621957963,-1.321201336,-3.399642545,-2.524061073,-1460.539032,-1460.694081,-1460.314082,-1460.461863,-1460.495571,27.27216865,48.42424202,-97.29464294,141.1581495
-7.299182247,-3.803063342,2.667200117,6.560801281,,6.491004075,-35901.51859,,-35899.67376,11.49662887,,19.99717171,,1.775031651,-0.466477895,,1.308553756,-2.030874289,,-3.80590594,-1319.169171,-1319.328425,-1318.918141,,-1319.10476,40.4184822,,-99.93331829,157.5235843
-7.363673232,-3.896126283,2.643400116,5.504400844,5.431283849,,-25721.82893,,,6.888798214,6.497538329,,,,-0.378966077,,,-1.996860057,,,-945.10304,-945.26551,-944.85326,-945.025158,,,48.87165594,-101.9513872,156.739198
-6.677674185,-4.157355591,1.846000081,4.532899932,4.524872573,4.50498105,-36959.42099,,-36958.71032,9.666970282,9.516006384,24.89063569,,0.682747831,-0.172105118,,0.510642712,-1.06255711,,-1.745304941,-1358.116955,-1358.287027,-1357.90151,-1358.069689,-1358.090692,16.48026887,29.65984039,-106.7217106,135.1936765
-7.161220518,-3.806600822,2.451900107,5.374901857,5.316342954,5.310029912,-33829.23678,-33827.13299,-33827.82278,6.84939,7.082678057,4.376379103,2.045235424,1.349127196,-0.427946572,1.617288852,0.921180625,-1.839278919,-3.884514342,-3.188406115,-1243.053537,-1243.214207,-1242.809548,-1242.978031,-1243.004464,30.79374916,47.38069455,-100.821871,153.1052934
-7.227344187,-4.020754432,2.465300108,5.021181047,4.963792233,4.952472297,-28743.22919,-28741.1004,-28741.87033,7.701380347,7.677447275,5.373110657,2.071405368,1.29015985,-0.189493194,1.881912174,1.100666656,-1.871061818,-3.942467186,-3.161221668,-1056.154718,-1056.324151,-1055.909561,-1056.08084,-1056.11023,27.91662039,46.3591099,-106.3207324,153.8382239
-7.806130372,-3.909187748,2.757500121,4.223805796,4.143450572,4.132266693,-29779.64861,-29777.28691,-29777.58669,4.908653956,4.576016828,12.34275251,2.281349344,1.970383825,-0.35352343,1.927825914,1.616860395,-2.517930892,-4.799280236,-4.488314717,-1094.274894,-1094.438299,-1094.005965,-1094.190215,-1094.204468,44.19294883,53.13683461,-102.5381081,168.7553679
-6.307055104,-3.683333242,1.845600081,6.894657779,6.86562323,6.848670536,-49221.45195,,-49220.60283,7.987417887,7.169981957,7.160636087,,0.803124201,-0.548520224,,0.254603976,-0.972541844,,-1.775666045,-1808.661712,-1808.817951,-1808.449575,-1808.60699,-1808.632045,18.6163095,34.3385475,-98.04137865,133.1178767
-6.429778456,-3.283325864,2.431700106,5.946994041,5.907183783,5.896190383,-26049.35352,-26047.3004,-26048.14086,7.425238648,6.872359581,8.511600208,2.013304503,1.161854137,-0.906186685,1.107117818,0.255667452,-1.137714959,-3.151019461,-2.299569096,-957.122746,-957.265841,-956.904539,-957.048948,-957.081295,26.01087556,46.30890918,-89.79340036,136.9268564
-7.831981189,-4.302392279,2.686300117,3.912534749,,3.863418196,-24591.77638,,-24590.88513,1.477577186,,8.415330551,,0.8421339,-0.012809663,,0.829324237,-2.184482565,,-3.026616465,-903.631474,-903.8074,-903.374799,,-903.600546,19.40759835,,-110.3951483,161.0658726
-6.974278295,-3.751089594,2.450600107,4.518369052,4.458313523,4.448925594,-32509.31695,-32507.21046,-32507.95699,6.793734794,7.036395277,14.47136826,2.046432933,1.29051768,-0.511186202,1.535246731,0.779331478,-1.601478614,-3.647911548,-2.891996294,-1194.572999,-1194.73061,-1194.337749,-1194.498763,-1194.526636,29.09319977,46.58375812,-98.902321,147.6214922
-8.030896423,-4.19463519,2.75240012,5.27171628,5.194218252,5.190272601,-42552.92048,,-42551.45614,8.332887935,8.490001504,9.860882432,,1.382900336,-0.064837834,,1.318062503,-2.595184017,,-3.978084354,-1563.653774,-1563.827788,-1563.382006,-1563.565813,-1563.603704,31.41937563,55.19631915,-109.1953511,170.5368659
-7.053191315,-3.283325864,2.74320012,5.813576615,5.728323341,5.732350627,-21277.45691,,-21275.82895,7.623740848,7.531533439,8.506899953,,1.546728474,-0.9076561,,0.639072374,-1.708120037,,-3.254848511,-781.761181,-781.904222,-781.522012,-781.676404,-781.706054,34.59268864,53.19833049,-89.75951487,150.0807
-6.853187626,-3.547004197,2.454700107,6.285939068,6.237203476,6.225176043,-32518.80893,,-32517.51417,8.077942962,8.214094444,8.729354029,,1.233990379,-0.707217029,,0.52677335,-1.579138066,,-2.813128445,-1194.863382,-1195.013789,-1194.628953,-1194.786062,-1194.818742,28.01200176,48.51899588,-94.38174616,147.1063074
-5.517108561,-3.572855014,1.294200057,8.07010803,8.051958036,8.045998742,-35529.36877,-35528.37996,-35528.90651,13.9885796,15.61521164,23.70186094,0.970663472,0.438154476,-0.683842448,0.286821024,-0.245687972,-0.220609608,-1.19127308,-0.658764084,-1305.440451,-1305.591717,-1305.255947,-1305.403033,-1305.423596,10.57666419,23.48013176,-94.92077639,115.7779205
-8.012664794,-4.059938828,2.756800121,7.110362437,7.254555573,7.04445646,-42061.06464,-42059.66147,-42059.38974,5.06000454,19.39195095,3.499516208,1.547362717,1.608998656,-0.193901439,1.353461279,1.415097218,-2.605306653,-4.15266937,-4.214305309,-1545.513625,-1545.682896,-1545.241485,-1545.453612,-1545.455141,36.69923636,37.65869762,-106.2190759,170.7702993
-6.401206501,-3.968236456,1.708700075,5.924082054,5.898557774,5.884407853,-32452.23911,,-32451.45302,12.40999813,13.0039262,19.91154584,,0.746423563,-0.313413847,,0.433009716,-1.082094885,,-1.828518448,-1192.431772,-1192.596651,-1192.215609,-1192.380477,-1192.40401,17.42090486,32.18807415,-103.4630564,135.644228
-5.845549993,-3.478703618,1.61160007,8.688323514,8.655370526,8.64464924,-30126.97705,,-30126.37259,5.765603609,6.924182231,11.3191787,,0.560782044,-0.798620075,,-0.237838031,-0.441375585,,-1.002157628,-1106.879708,-1107.026756,-1106.687091,-1106.832805,-1106.85987,12.44852354,29.43205463,-92.27394343,120.8689011
-6.948155364,-3.707551376,2.50470011,5.652757322,5.617817902,5.587477206,-37205.52804,,-37204.23794,8.956768648,9.046662649,10.60117197,,1.224818237,-0.599813687,,0.62500455,-1.573233195,,-2.798051432,-1367.119066,-1367.27342,-1366.884854,-1367.038886,-1367.074477,27.9799988,50.31367162,-96.85852419,146.9701379
-6.73509021,-3.856941887,2.231700098,5.172068184,5.150244652,5.122733941,-27272.11734,,-27270.9898,1.933067785,2.584574715,12.20037318,,1.078205193,-0.373632645,,0.704572548,-1.410236992,,-2.488442185,-1002.088649,-1002.251315,-1001.860427,-1002.025675,-1002.049097,24.81923597,39.51675177,-102.074379,143.211359
-6.802302334,-4.018033293,1.988800087,7.101246623,7.064075869,7.04268772,-35514.69489,-35513.0529,-35513.93133,5.275733299,4.596698996,4.460207827,1.604820466,0.704993955,-0.241657422,1.363163045,0.463336534,-1.44455055,-3.049371016,-2.149544505,-1304.937157,-1305.104673,-1304.707674,-1304.877238,-1304.911824,15.8966855,37.59971177,-105.1177976,144.0026478
-6.443384149,-3.806600822,1.978200086,5.655641729,5.608919779,5.60089242,-38602.59947,,-38601.59539,12.088197,11.95546235,23.96090223,,0.949332067,-0.457253235,,0.492078833,-1.007562898,,-1.956894966,-1418.462572,-1418.622165,-1418.249148,-1418.405474,-1418.428571,21.33593351,35.82950888,-100.1460438,133.9254808
-5.8319443,-3.544283059,1.564900068,8.139660334,8.108666565,8.106652922,-31001.61144,-31000.41719,-31001.00584,7.100563125,7.16032458,13.69889638,1.163251144,0.572585527,-0.709693265,0.453557879,-0.137107738,,,,-1139.043394,-1139.19371,,-1138.999093,-1139.022315,13.22726221,27.79927621,-94.32464284,
-7.236051831,-4.41586376,2.072100091,4.446068399,4.398720587,4.392244277,-58772.02534,-58770.24608,-58770.88716,10.32620001,11.5064,18.0514,1.731908606,1.084355782,0.107083705,1.83899231,1.191439487,-1.88836826,-3.620276865,-2.972724042,-2159.724395,-2159.904727,-2159.478602,-2159.659427,-2159.684945,24.75523005,40.76800471,-113.159953,154.2373196
-6.022424004,-3.487411261,1.929900084,6.414050275,6.376117602,6.37979114,-26328.25544,,-26327.38501,6.906706415,7.635601815,16.07114612,,0.836175178,-0.803001108,,0.033174069,-0.579037988,,-1.415213165,-967.358004,-967.504891,-967.160328,-967.299442,-967.32685,19.54941539,36.74818206,-92.17291448,124.0434691
-7.025163587,-3.924698238,2.470200108,4.420299216,4.38269308,4.367563549,-35923.59189,-35921.4442,-35921.92311,7.111252022,7.026288435,19.98545175,2.11008622,1.616043684,-0.340461965,1.769624255,1.275581719,-1.90722575,-4.01731197,-3.523269434,-1320.052047,-1320.215932,-1319.805561,-1319.974308,-1319.99343,36.78269505,48.78192215,-102.8393125,154.6721834
-6.803118675,-3.418838568,2.600000114,5.186408584,5.135196755,5.126597957,-45620.94008,-45618.70014,-45619.46893,8.03547091,7.507173511,9.021060281,2.188727568,1.411342766,-0.808933191,1.379794377,0.602409575,-1.47301366,-3.661741227,-2.884356426,-1676.394745,-1676.541414,-1676.164216,-1676.314236,-1676.344489,31.5360923,50.52012208,-92.03611752,144.6590223
-7.568847084,-3.754627074,2.757400121,5.105046539,5.024745739,5.028256007,-24216.56272,-24214.1024,-24214.77462,2.654557758,1.949561579,8.378630633,2.380021562,1.711311373,-0.511267837,1.868753726,1.200043537,-2.222388026,-4.602409588,-3.933699399,-889.798773,-889.956381,-889.540705,-889.710778,-889.737365,38.53407267,55.21765445,-98.90043847,161.9399926
-6.228958426,-3.38373588,2.181500095,7.669175465,7.639270152,7.619623531,-28902.73813,-28900.9274,-28901.33464,11.25532018,10.36544793,24.83916642,1.780821423,1.353931911,-0.846784229,0.934037194,0.507147682,-1.041685977,-2.8225074,-2.395617887,-1061.92495,-1062.070228,-1061.710272,-1061.859128,-1061.876068,30.67389494,41.3038974,-91.1632525,134.7123771
-5.675206715,-3.71489845,1.303200057,7.125274277,7.115178853,7.105219485,-52166.32477,-52165.29156,-52165.85823,10.45657436,12.33265165,18.75194106,1.023112817,0.44648497,-0.566017146,0.457095671,-0.119532176,-0.366462638,-1.389575455,-0.812947608,-1916.871992,-1917.027588,-1916.682128,-1916.833363,-1916.855674,10.23969186,24.24004516,-97.63789036,119.1413688
-6.785431274,-4.064836877,1.915500084,8.690881385,8.646989419,8.634172856,-35145.47454,-35143.91677,-35144.25092,11.9302,12.6347,24.865,1.513881633,1.16691404,-0.115723126,1.398158507,1.051190914,-1.369936929,-2.883818562,-2.536850969,-1291.308932,-1291.481076,-1291.082191,-1291.255251,-1291.270186,24.31346371,33.68531063,-108.0219093,142.2820182
-7.932935432,-3.866465872,2.778000121,7.147342711,7.208105737,7.077028489,-39552.563,-39551.06952,-39550.88407,11.23409062,22.94717443,10.34666686,1.554242826,1.608609533,-0.398694332,1.155548494,1.209915202,-2.555945198,-4.110188024,-4.164554732,-1453.324271,-1453.486016,-1453.053945,-1453.263502,-1453.265844,36.66346834,38.13309442,-101.4964432,169.6319979
-6.874140393,-3.985651743,2.144500094,4.262962981,4.245547693,4.212132111,-34886.63701,-34884.85811,-34885.07313,4.477478642,4.606021671,13.16213222,1.761478662,1.513048315,-0.277794143,1.483684519,1.235254173,-1.773508998,-3.53498766,-3.286557313,-1281.949118,-1282.115306,-1281.707546,-1281.883751,-1281.893893,34.65418453,41.0183808,-104.2844657,151.5886041
-7.328026316,-4.143477784,2.353900103,5.740840579,5.680730627,5.662798323,-80711.47909,-80709.49982,-80710.49037,6.26640849,6.782405222,6.884905918,1.919164724,0.910682647,-0.099913311,1.819251413,0.810769336,-1.953294627,-3.872459351,-2.863977274,-2965.939815,-2966.11254,-2965.691636,-2965.869419,-2965.907632,20.19512215,44.17412356,-108.386492,155.7345561
-7.19305784,-4.049326387,2.087700091,5.237892527,5.229837957,,-31617.22976,,,7.603773528,9.420732478,,,,-0.20530301,,,-1.684500554,,,-1161.770445,-1161.939297,-1161.532144,-1161.722638,,,29.99932276,-105.9561497,149.5360222
-7.409388361,-3.774219272,2.703600118,5.180721405,5.107794889,5.101427425,-27272.28101,-27269.96264,-27270.49616,8.493855503,8.685056889,8.173648253,2.24544604,1.705561798,-0.43812363,1.807322409,1.267438168,-2.154196292,-4.399642332,-3.85975809,-1002.094147,-1002.254443,-1001.838585,-1002.012705,-1002.032467,38.70475512,51.10558798,-100.5871827,160.3674551
-8.13566026,-3.890956119,2.861300125,5.308451652,5.230218916,5.233402648,-40044.41759,,-40042.92831,6.39039081,6.341310488,6.547270426,,1.41422935,-0.427728881,,0.986500469,-2.578721129,,-3.992950478,-1471.465771,-1471.626449,-1471.194608,-1471.376439,-1471.412137,33.65581771,56.05663399,-100.8268911,170.157223
-6.013172133,-3.361966771,2.040400089,7.991113376,7.965589096,7.948092174,-28466.67595,-28464.93457,-28465.49487,8.41039567,7.799650495,22.01661742,1.715854681,1.138057997,-0.893832716,0.822021966,0.244225282,-0.811015055,-2.526869737,-1.949073053,-1045.888169,-1046.031718,-1045.681968,-1045.824818,-1045.846518,26.13637736,39.75332266,-90.07828944,129.3929833
-7.042578874,-3.957896129,2.371700104,6.520691698,6.474786089,6.466187291,-32382.13347,-32380.23242,-32380.72928,8.626321574,10.49479507,25.23961239,1.855150272,1.349683125,-0.309060025,1.546090246,1.0406231,-1.375215938,-3.230366209,-2.724899063,-1189.835342,-1190.000381,-1189.608407,-1189.767106,-1189.786688,30.53082289,42.81870412,-103.5634579,142.4037549
-7.113328479,-3.71136097,2.50570011,5.408181382,5.344642795,5.339254941,-35624.401,,-35622.97211,5.158629682,5.16279836,3.367923011,,1.359966036,-0.504492201,,0.855473834,-1.831822999,,-3.191789035,-1309.020866,-1309.178723,-1308.777151,-1308.944053,-1308.972249,30.50760505,48.20084882,-99.05668821,152.9333559
-7.371564534,-3.509452484,2.816400123,5.705547411,5.680322456,5.62739631,-25259.52473,,-25257.44451,7.313491618,8.112934367,10.273486,,2.002063566,-0.730782089,,1.271281477,-2.109243082,,-4.111306648,-928.105434,-928.254975,-927.851524,-928.031502,-928.032943,45.48875492,46.39299539,-93.83832337,159.3308102
-7.953343972,-3.841431396,2.823100123,3.301938453,3.231869133,3.227188775,-22266.97374,-22264.37169,-22265.07174,2.060970046,1.555798348,3.912368026,2.531978186,1.827247933,-0.426422734,2.105555452,1.400825199,-2.774044459,-5.306022645,-4.601292393,-818.216283,-818.377009,-817.937942,-818.122822,-818.150499,41.28005206,58.64761865,-100.8570115,174.6614826
-6.036029697,-3.914902139,1.36330006,9.081936217,,9.053092147,-41747.16981,,-41746.4149,3.90173581,,18.13538502,,0.726065909,-0.322067068,,0.403998841,-0.749952705,,-1.476018613,-1533.903396,-1534.067957,-1533.699439,,-1533.877305,16.37233732,,-103.2635085,127.9848531
-6.363926901,-3.495846791,2.206600096,6.119786344,6.076901199,6.071077963,-26869.60958,,-26868.4666,8.103508969,8.776662384,16.33078012,,1.09427055,-0.781803439,,0.312467112,-0.925928739,,-2.02019929,-987.262092,-987.409758,-987.051668,-987.195247,-987.222628,24.76401518,41.94583911,-92.66174399,132.0429538
-7.153329216,-4.007692966,2.197300096,7.066307203,7.015938927,7.012428658,-38858.03293,-38856.27267,-38856.55515,7.433100003,6.6311,1.166000004,1.709886863,1.423901093,-0.223072045,1.486814818,1.200829048,-1.743168303,-3.453055165,-3.167069395,-1427.801847,-1427.970046,-1427.56139,-1427.737887,-1427.748936,33.2021287,40.13547564,-105.5463863,150.8889316
-6.993326265,-3.75081748,2.459400108,4.643514217,4.594860259,4.584547143,-23617.22147,,-23615.831,4.873842357,4.840483626,8.89466632,,1.331503661,-0.567051178,,0.764452482,-1.725426479,,-3.056930139,-867.790714,-867.946272,-867.550909,-867.713815,-867.740926,31.24241809,48.25481459,-97.61404502,150.4797957
-8.259472067,-4.312460492,2.596900114,5.321241003,5.23264073,5.251334952,-46872.69889,-46870.64205,-46870.81127,13.1982,12.6523,8.935600003,1.968231438,1.817712982,0.08539623,2.053627667,1.903109212,-2.848222698,-4.816454136,-4.66593568,-1722.40219,-1722.581725,-1722.121123,-1722.329973,-1722.336372,41.30138736,45.31681745,-112.6598283,176.3720721
-7.042578874,-4.418040671,1.782500078,7.053545063,7.006632633,6.976128669,-39345.09191,-39343.70154,-39343.88334,5.674870804,6.095389636,19.10707809,1.343450284,1.131148754,0.139519677,1.482969961,1.270668431,-1.691357823,-3.034808107,-2.822506577,-1445.704377,-1445.885901,-1445.465824,-1445.654307,-1445.662814,26.08115657,31.41937563,-113.9079437,149.6941545
-7.172649301,-3.401695395,2.74230012,6.097799544,6.015267409,6.026478501,-36892.04879,-36889.60274,-36890.19336,6.690931316,6.539153499,7.329908549,2.363518432,1.784106376,-0.843763765,1.519754667,0.940342611,-1.849755302,-4.213273735,-3.633861678,-1355.580116,-1355.725505,-1355.335742,-1355.492997,-1355.515975,40.24905477,54.66795657,-91.232906,153.3468844
-6.989788785,-3.787552852,2.345400103,5.843971733,5.792406156,5.788868676,-33418.14054,-33416.25927,-33416.72736,3.697126146,4.919196676,7.399241789,1.829707015,1.358083824,-0.451185096,1.378521919,0.906898729,-1.636581303,-3.466288318,-2.994665127,-1227.928853,-1228.088669,-1227.692313,-1227.861696,-1227.87904,31.25810582,42.14162191,-100.2859783,148.4309789
-7.449661213,-4.136402823,2.137700093,4.023339513,4.005842592,3.959011796,-38866.57362,-38865.13369,-38865.0937,5.033998876,6.4489736,5.352398491,1.422437939,1.415595633,-0.117301386,1.305136552,1.298294247,-1.963907068,-3.386345006,-3.379502701,-1428.221401,-1428.393487,-1427.972832,-1428.168335,-1428.170408,31.99856644,33.29939259,-107.9855138,155.9792846
-6.101337024,-3.868370669,1.483200065,7.60310622,7.581582013,7.570126019,-58520.13514,,-58519.37802,6.075031926,5.174974738,17.64045383,,0.724143424,-0.383047785,,0.34109564,-0.815260032,,-1.539403456,-2150.353737,-2150.516057,-2150.14738,-2150.312447,-2150.326836,16.88061961,25.90984661,-101.8572609,129.4908747
-7.777558417,-3.888234981,2.732600119,4.674671255,4.586615209,4.599649463,-27794.89306,-27792.52387,-27792.98643,7.970473191,7.497783724,3.734436218,2.281141747,1.831617728,-0.364843367,1.916298379,1.466774361,-2.471780381,-4.752922127,-4.303398109,-1021.316416,-1021.479405,-1021.049183,-1021.232504,-1021.249957,41.70362063,52.65553521,-102.2770644,167.6911126
-7.283671756,-4.418584899,2.075500091,5.288478494,,5.236287055,-73768.35705,,-73767.38227,5.56770004,,12.563,,0.92258518,0.056334469,,0.978919649,-1.699167491,,-2.621752671,-2710.810929,-2710.989396,-2710.572089,,-2710.777407,21.0353567,,-111.9896487,149.8742496
-7.411565272,-4.073816635,2.124500093,6.721620574,6.6956337,6.663714744,-39780.40848,,-39778.90459,6.012663979,7.276602755,6.58084043,,1.445983405,-0.166771687,,1.279211718,-2.049241975,,-3.49522538,-1461.714709,-1461.884977,-1461.463004,-1461.65786,-1461.662491,32.76726496,35.67325914,-106.8447024,157.9471528
-7.326665747,-3.839526599,2.582600113,5.637382889,5.553626242,5.55770795,-29786.29024,-29784.03508,-29784.70311,10.67275131,10.79919975,5.149466579,2.171398791,1.5074493,-0.403401901,1.767996889,1.104047399,-2.03441177,-4.20581056,-3.54186107,-1094.46614,-1094.627712,-1094.21498,-1094.388503,-1094.411793,34.10323162,48.71791623,-101.3878841,157.6051604
-5.498332705,-3.648502668,1.208700053,6.839881258,6.827472866,6.826738159,-35464.65481,,-35464.33545,13.49852309,14.93760846,22.70561145,,0.306218165,-0.576166993,,-0.269948828,-0.171846804,,-0.478064969,-1303.103914,-1303.259137,-1302.921202,-1303.071761,-1303.092988,6.856163334,20.17629688,-97.40382951,114.6534244
-7.852933957,-3.902384902,2.611900114,5.13843491,5.035086065,5.043113424,-25771.01602,,-25769.18667,9.697341756,9.028027713,8.695761377,,1.734032119,-0.441416208,,1.292615911,-2.527808625,,-4.261840744,-946.925289,-947.085464,-946.655997,-946.841363,-946.860698,40.53143382,52.66432033,-100.5112541,168.9831536
-4.84634789,-3.24142033,0.997700044,11.13114408,11.12673584,11.1264093,-35275.66193,-35274.96612,-35275.46438,18.346464,21.27596271,30.14550937,0.691400353,0.192809271,-1.062352831,-0.370952478,-0.86954356,0.547078021,-0.144322332,0.35426875,-1296.009012,-1296.146368,-1295.85272,-1295.98358,-1296.004097,3.084206735,15.95880889,-86.1921262,98.07463663
-6.002831806,-3.769321223,1.457300064,9.414894739,9.493753336,9.390159589,-41311.12799,,-41310.26512,8.616315112,7.25780591,21.3657011,,0.838140629,-0.43164732,,0.406493309,-0.756265746,,-1.594406375,-1517.866811,-1518.027345,-1517.662622,-1517.82938,-1517.836384,19.09321634,23.48828938,-100.7365298,128.1304352
-7.28884192,-3.710272515,2.631300115,5.247525358,5.178517282,5.172694046,-42721.17332,-42718.9041,-42719.62967,6.219844399,6.328558238,6.408628255,2.200218362,1.468825459,-0.514315512,1.685902851,0.954509947,-1.886599519,-4.086817882,-3.355424978,-1569.831662,-1569.989158,-1569.585934,-1569.75214,-1569.77948,32.74467464,49.9007707,-98.83015746,154.1965316
-8.151714978,-4.11572217,2.722400119,4.860525023,4.841123304,4.791462524,-36330.37771,,-36328.24375,8.879446993,8.63199301,8.719526252,,2.064891691,-0.172186753,,1.892704938,-2.582231397,,-4.647123088,-1334.991092,-1335.161161,-1334.7198,-1334.920602,-1334.915827,47.22946488,44.23310941,-106.7198281,170.2381716
-6.151405975,-3.378565716,2.126900093,5.977253103,5.948681147,5.938585723,-25833.51097,-25831.70685,-25832.4513,2.044529662,2.284951496,11.24325507,1.775550564,1.021005852,-0.867764208,0.907786357,0.153241644,-0.895533621,-2.671084185,-1.916539473,-949.190275,-949.334782,-948.980968,-949.124375,-949.153556,23.04150297,41.3528431,-90.67944306,131.3420263
-6.683932804,-3.523330291,2.322200102,5.213320645,5.145428237,5.154271937,-22255.44294,-22253.69554,-22254.55869,2.435657061,5.313982549,2.845948132,1.67951299,0.825204145,-0.698237271,0.981275718,0.126966874,-1.274207272,-2.953720262,-2.099411417,-817.722517,-817.873254,-817.499294,-817.660875,-817.692881,18.59685672,38.68090978,-94.58882413,140.0744415
-6.977815775,-3.856397659,2.323100102,5.350112284,5.330492874,5.292805105,-49977.61905,-49976.12523,-49976.51719,1.544371931,1.472903435,8.443038127,1.474204763,1.044555865,-0.36097935,1.113225413,0.683576514,-1.200192301,-2.674397065,-2.244748166,-1836.49815,-1836.661281,-1836.277647,-1836.442813,-1836.460453,23.65520677,34.72446553,-102.3661707,138.367617
-6.708695165,-3.765239515,2.129200093,8.053236971,8.011739607,7.988936465,-59422.19585,,-59421.2124,3.834810296,5.097909243,6.200953387,,0.91914947,-0.480301279,,0.438848191,-1.299241747,,-2.218391217,-2183.489024,-2183.64777,-2183.264881,-2183.423851,-2183.455835,20.8263962,40.89664406,-99.61454371,140.6517498
-6.968563904,-3.452036459,2.563800112,7.653610552,7.618072482,7.602616415,-27554.44853,-27552.32928,-27552.86831,2.956051343,3.024827628,4.699909702,2.083713781,1.529227389,-0.754483207,1.329230575,0.774744182,-1.592662125,-3.676375907,-3.121889514,-1012.374173,-1012.522843,-1012.139247,-1012.296036,-1012.31872,34.79725658,49.03167073,-93.29176303,147.4181793
-7.334012821,-3.828914159,2.536800111,5.856733873,5.812406525,5.786065903,-33878.02435,,-33876.30997,8.804011257,8.589727617,17.32441537,,1.643715487,-0.372136019,,1.271579468,-2.066085823,,-3.70980131,-1244.830059,-1244.99278,-1244.577735,-1244.756036,-1244.772397,36.18342396,46.45009871,-102.108892,158.3355809
-5.941878301,-3.696394708,1.545500068,9.000356481,8.970042996,8.963539475,-41051.75278,,-41051.11768,11.34053433,12.87590051,20.28584706,,0.59827879,-0.520846244,,0.077432545,-0.542166559,,-1.140445349,-1508.35423,-1508.511486,-1508.157909,-1508.310857,-1508.332361,13.72299432,27.21694786,-98.6795553,123.1931944
-6.971557156,-4.046877363,2.166700095,4.596982747,4.549825414,4.540736811,-26125.6908,-26123.86237,-26124.54203,5.096938752,4.52574094,12.3831083,1.781271497,1.092523906,-0.238773015,1.542498482,0.853750891,-1.67067717,-3.451948666,-2.763201075,-959.978389,-960.146011,-959.740596,-959.911966,-959.937983,25.35512865,41.68103031,-105.1843136,149.2172476
-7.120131325,-4.17068917,2.237400098,8.897361384,,8.802692971,-46067.50456,,-46065.91675,21.87924185,,41.55964216,,1.493133662,-0.078552372,,1.41458129,-1.705725435,,-3.198859097,-1692.687669,-1692.861179,-1692.448588,,-1692.633766,33.82461763,,-108.8790866,150.0254792
-7.360407866,-4.19463519,2.2759001,5.57890562,5.566333959,5.515720781,-34699.74221,,-34698.10924,10.25710617,5.664117544,20.55682197,,1.56978079,-0.045381693,,1.524399097,-2.020588385,,-3.590369175,-1275.038335,-1275.213064,-1274.787683,-1274.975145,-1274.981017,35.96756086,39.65229371,-109.6440201,157.2863859
