Real,Predict
106.7223382,111.42217664947745
98.07463663,98.10509721865166
117.6133844,116.3482089227779
120.0449817,120.13570736510891
117.5493784,117.0311440843239
123.1091082,121.09535399362568
115.9322877,117.08564133159493
118.9192306,120.94218812081292
123.05828,121.19882163421477
114.0999615,113.1480871319559
122.1232915,121.95547015813935
113.930534,113.69787815540892
114.590046,115.2977273528638
114.0083452,113.46412066409829
105.8356679,108.54183520250055
111.2008699,111.80080199039107
120.0506293,117.21375191691713
116.5190087,116.14153370620633
105.2382794,108.7391408812733
108.385237,108.43303215305235
116.0063338,116.8848516770098
123.6914365,121.86328895167193
128.0017959,127.30740204862644
116.3684065,116.69648212958766
112.4019221,113.5481131604513
123.3299914,121.91620328404296
121.0232683,120.92355635840782
115.7779205,116.13200928025856
116.2109017,116.10578266633777
119.1413688,121.00586922539357
125.9121909,123.61683622228534
121.460642,122.2094094913979
114.3528476,115.64521527093385
113.0846519,115.91583448107623
131.042077,128.91864770174044
119.9150874,118.44415757127861
105.876456,107.07783367617971
116.9024167,116.52895885724166
125.4490892,125.03167078209664
136.2033385,134.7889357027516
119.681654,115.84503761953283
115.6273184,115.8635747452205
122.8932451,125.247884244281
115.7729005,117.07323580229907
119.331504,118.16238377363786
115.8231012,114.69653600956264
109.778307,107.44359244536406
129.2028481,129.11939908312456
123.3532092,123.28702708830212
119.4588883,112.14337370874108
133.4874795,131.48909128763776
127.0385695,126.12113289836607
127.7200443,127.33182846311144
126.7342277,125.53703237572174
118.1266867,117.11183250759842
125.7477835,125.98946696736051
116.6758859,117.28594524858435
126.3357595,124.13748898824612
119.4268854,115.51285018633382
125.1384723,124.18705338686703
122.785941,122.51706074127142
128.2427593,127.32024176175226
126.6714768,126.78956646399541
118.8483221,117.47228217928176
130.1616818,129.33967062365514
125.2997421,124.92998826229085
130.7760131,129.52454978624309
129.0302831,130.3875923185672
126.2824212,124.34588067039088
124.1614408,126.40808275411732
125.8224571,126.1941343529297
130.138464,131.50647897684016
120.410192,119.72457032950766
132.3868287,131.95211649254935
118.0118526,117.30389685235852
131.5503593,129.66767018322452
116.6545506,115.53381339231863
133.0099452,134.22204338364267
114.3133145,116.24049124582693
125.5112126,125.5789257387348
136.8145323,138.0283188981943
114.2612313,114.86263396356232
128.4253644,126.55454065220714
132.7871795,131.60855377507218
117.5355732,119.44188832113325
131.9400423,131.6739343474115
126.3809401,124.83898335824173
129.9414262,130.86601763834068
129.931386,129.38141911812608
117.8719181,116.17235686272703
127.0567673,128.44400136129886
127.2362349,124.21594109564492
121.8459326,124.3128983557377
120.7364967,120.70877735974058
131.0609022,131.02021953498723
129.4588718,130.89378744626475
130.2256878,130.61404159249054
126.2171603,126.96479661091854
118.0833886,115.88732848624595
123.7303421,124.43120037169324
127.0178617,127.40066676876734
134.3841899,132.97368696791526
112.6366105,113.95427218120209
129.2404986,128.63009722220107
140.1899032,146.888809142554
130.1403465,130.73573334467295
125.0437184,126.69096727637864
132.5022904,134.25294799728815
132.8398902,131.77920236713157
124.9257467,124.89708778788254
112.8367859,116.61638509650182
131.4054047,131.17975298010526
130.0738306,128.49716945851287
120.1817787,120.02418438912618
127.420095,127.38540262680273
128.5433361,129.72563707358154
121.6162643,122.07827389174463
131.2748828,131.48691311425569
132.5694339,135.50205826131156
115.3336442,115.92145602728755
126.8860849,128.18670791850664
128.98824,123.78596602698634
134.6515087,137.05558274716168
133.9135581,133.1219718432602
130.8469217,130.6932057458847
127.4483329,126.00850588618809
127.4991611,129.34872245856883
123.8527063,124.43364167183785
117.3065325,120.42814470164902
134.6546463,130.92251540890453
133.6995776,134.10307946042468
122.0818759,117.64465937869107
130.0242574,130.5573604504383
132.4037715,132.46018204986433
122.7351128,122.15090458796327
139.9752951,147.651101394049
124.7174138,124.72781197706705
125.2520514,123.53894979562004
132.3742786,131.9082757460378
128.5150982,129.56612317466062
124.4858629,126.32853850091038
129.2260659,127.45521561488667
123.8683941,124.78278760398841
130.6367061,131.560202467398
125.4541093,120.60204915680666
135.6868986,133.58398099328704
131.8402684,132.413547133401
114.4739568,113.81569335359112
128.9800824,129.90111871489222
133.1090916,134.51904945281933
138.7001968,140.6986690873323
128.7347264,124.06370160815419
133.070186,133.38132204762078
128.3933615,123.62932119681102
125.5250178,127.50619464741273
129.7443883,128.10610730743576
129.7763913,132.37843319074284
117.2877072,120.80660129795157
114.7657485,116.1000069724783
125.8801879,127.76343188270488
129.8109043,128.11078581627885
125.7785315,127.02467671194498
137.9942492,135.84621831945668
134.0170971,134.81864771569636
124.314553,125.45499117361821
116.3094207,120.17482893010427
131.1738539,124.950471447725
123.7341071,129.08579191957674
133.5740758,133.3035092685035
128.497528,130.63786303755342
129.5247602,127.81441445089192
133.3632328,134.3108916928923
125.4798372,125.8491627160705
140.6159818,139.89189181874525
124.8002449,126.44518973284951
133.2716164,133.77363233244174
125.5946713,122.94611655306217
138.7642027,139.1342013495129
125.9247411,128.5102253829676
129.9728016,130.63060254843492
130.8983774,131.4186318043247
131.4763132,132.83552541728315
121.0207582,121.27391014968461
117.0134858,120.26674061713189
133.1498797,133.12726017867755
138.0613926,137.26031478811623
126.8634945,126.64236474462724
129.095544,129.6438188602425
130.2194127,130.00913188357674
123.4228627,125.42179711284383
130.4754363,131.2920753857458
123.6983391,119.31510186345486
129.4099261,128.91428553032858
131.8120305,130.91507014471796
127.3322438,122.63836551342203
128.5546313,123.0139561096357
123.9775806,125.08660338043238
134.1683268,132.50804117102905
141.3344796,140.52580735801268
134.2687282,136.13061998114716
129.3214473,126.95383407481943
127.9227297,127.55199915195877
138.5640273,139.9317984254584
139.4262247,140.5905503236831
127.2876906,127.98419602591743
121.3414153,122.87949015933334
133.3908431,133.58073454335357
134.4550984,132.67466577553057
126.234103,127.9724942528768
137.5606405,138.11444097463578
148.6374293,153.22402891945012
148.5928762,153.2876871818451
125.7684913,126.98537936169485
125.1761228,122.77258712408606
126.829609,129.29922133324516
125.1654552,127.94543135551044
127.2192921,126.58397834622723
113.7146709,111.10377098748286
129.5693133,129.30100934696938
126.8026262,127.03258421176058
144.5874862,144.93153204564175
126.3457996,128.58452446353257
131.5767146,132.3680462181428
128.4579949,129.40034060194404
139.3139006,138.45563275595197
133.2025904,133.00803178665979
134.0127046,134.80551398458223
139.8711286,139.31776590890848
116.749932,120.47214798299993
128.2873125,128.98890952769025
127.8995119,127.82288711327091
128.1800084,127.73417244711143
126.1707246,127.99082352361575
133.7893114,135.7688865076375
132.9321341,133.5258705034303
133.8727701,127.38930040461256
135.7640822,135.80380913027363
122.1264291,123.39511908151262
133.0758336,134.97317120386285
137.9540886,139.6378582504585
129.5128375,130.59791101687023
138.5025315,139.11290933665651
140.2934421,142.43704144735332
125.2796618,121.78066914422206
148.7880315,153.9714386744412
131.9795754,135.36695801090983
127.6278005,126.6894076869375
123.0720852,121.45548434869244
150.2833854,153.6225638626061
131.6614283,132.54847432054902
128.5094506,129.6737711827936
129.9144433,131.12943197599068
130.3888401,130.66133765804926
132.2343441,131.06907087303352
126.6871645,127.8244465676803
128.4366596,130.01937418520657
145.3480271,149.45145362672318
139.5724343,139.70333773486922
